estado,municipio,base,escenario,estado_norm,municipio_norm,cambio_detectable,municipio_inegi_norm,municipio_inegi,cve_ent,cve_mun,cvegeo,existe_en_inegi
JALISCO,ZAPOTLAN EL GRANDE,BANAVIM,ALTA,JALISCO,ZAPOTLAN EL GRANDE,False,ZAPOTLAN EL GRANDE,Zapotlán el Grande,14,023,14023,True
JALISCO,ZAPOTLANEJO,BANAVIM,ALTA,JALISCO,ZAPOTLANEJO,False,ZAPOTLANEJO,Zapotlanejo,14,124,14124,True
MEXICO,ALMOLOYA DE ALQUISIRAS,BANAVIM,ALTA,MEXICO,ALMOLOYA DE ALQUISIRAS,False,ALMOLOYA DE ALQUISIRAS,Almoloya de Alquisiras,15,004,15004,True
MEXICO,ALMOLOYA DE JUAREZ,BANAVIM,ALTA,MEXICO,ALMOLOYA DE JUAREZ,False,ALMOLOYA DE JUAREZ,Almoloya de Juárez,15,005,15005,True
MEXICO,AMECAMECA,BANAVIM,ALTA,MEXICO,AMECAMECA,False,AMECAMECA,Amecameca,15,009,15009,True
MEXICO,ATIZAPAN DE ZARAGOZA,BANAVIM,ALTA,MEXICO,ATIZAPAN DE ZARAGOZA,False,ATIZAPAN DE ZARAGOZA,Atizapán de Zaragoza,15,013,15013,True
MEXICO,CHALCO,BANAVIM,ALTA,MEXICO,CHALCO,False,CHALCO,Chalco,15,025,15025,True
MEXICO,CHICOLOAPAN,BANAVIM,ALTA,MEXICO,CHICOLOAPAN,False,CHICOLOAPAN,Chicoloapan,15,029,15029,True
MEXICO,CHIMALHUACAN,BANAVIM,ALTA,MEXICO,CHIMALHUACAN,False,CHIMALHUACAN,Chimalhuacán,15,031,15031,True
MEXICO,COACALCO DE BERRIOZABAL,BANAVIM,ALTA,MEXICO,COACALCO DE BERRIOZABAL,False,COACALCO DE BERRIOZABAL,Coacalco de Berriozábal,15,020,15020,True
MEXICO,COATEPEC HARINAS,BANAVIM,ALTA,MEXICO,COATEPEC HARINAS,False,COATEPEC HARINAS,Coatepec Harinas,15,021,15021,True
MEXICO,CUAUTITLAN,BANAVIM,ALTA,MEXICO,CUAUTITLAN,False,CUAUTITLAN,Cuautitlán,15,024,15024,True
MEXICO,CUAUTITLAN IZCALLI,BANAVIM,ALTA,MEXICO,CUAUTITLAN IZCALLI,False,CUAUTITLAN IZCALLI,Cuautitlán Izcalli,15,121,15121,True
MEXICO,ECATEPEC DE MORELOS,BANAVIM,ALTA,MEXICO,ECATEPEC DE MORELOS,False,ECATEPEC DE MORELOS,Ecatepec de Morelos,15,033,15033,True
MEXICO,HUIXQUILUCAN,BANAVIM,ALTA,MEXICO,HUIXQUILUCAN,False,HUIXQUILUCAN,Huixquilucan,15,037,15037,True
MEXICO,IXTAPALUCA,BANAVIM,ALTA,MEXICO,IXTAPALUCA,False,IXTAPALUCA,Ixtapaluca,15,039,15039,True
MEXICO,IXTAPAN DE LA SAL,BANAVIM,ALTA,MEXICO,IXTAPAN DE LA SAL,False,IXTAPAN DE LA SAL,Ixtapan de la Sal,15,040,15040,True
MEXICO,JILOTEPEC,BANAVIM,ALTA,MEXICO,JILOTEPEC,False,JILOTEPEC,Jilotepec,15,045,15045,True
MEXICO,LA PAZ,BANAVIM,ALTA,MEXICO,LA PAZ,False,LA PAZ,La Paz,15,070,15070,True
MEXICO,LERMA,BANAVIM,ALTA,MEXICO,LERMA,False,LERMA,Lerma,15,051,15051,True
MEXICO,LUVIANOS,BANAVIM,ALTA,MEXICO,LUVIANOS,False,LUVIANOS,Luvianos,15,123,15123,True
MEXICO,MALINALCO,BANAVIM,ALTA,MEXICO,MALINALCO,False,MALINALCO,Malinalco,15,052,15052,True
MEXICO,MELCHOR OCAMPO,BANAVIM,ALTA,MEXICO,MELCHOR OCAMPO,False,MELCHOR OCAMPO,Melchor Ocampo,15,053,15053,True
MEXICO,METEPEC,BANAVIM,ALTA,MEXICO,METEPEC,False,METEPEC,Metepec,15,054,15054,True
MEXICO,NAUCALPAN DE JUAREZ,BANAVIM,ALTA,MEXICO,NAUCALPAN DE JUAREZ,False,NAUCALPAN DE JUAREZ,Naucalpan de Juárez,15,057,15057,True
MEXICO,NEZAHUALCOYOTL,BANAVIM,ALTA,MEXICO,NEZAHUALCOYOTL,False,NEZAHUALCOYOTL,Nezahualcóyotl,15,058,15058,True
MEXICO,NICOLAS ROMERO,BANAVIM,ALTA,MEXICO,NICOLAS ROMERO,False,NICOLAS ROMERO,Nicolás Romero,15,060,15060,True
MEXICO,OCOYOACAC,BANAVIM,ALTA,MEXICO,OCOYOACAC,False,OCOYOACAC,Ocoyoacac,15,062,15062,True
MEXICO,OCUILAN,BANAVIM,ALTA,MEXICO,OCUILAN,False,OCUILAN,Ocuilan,15,063,15063,True
MEXICO,OTUMBA,BANAVIM,ALTA,MEXICO,OTUMBA,False,OTUMBA,Otumba,15,065,15065,True
MEXICO,OTZOLOTEPEC,BANAVIM,ALTA,MEXICO,OTZOLOTEPEC,False,OTZOLOTEPEC,Otzolotepec,15,067,15067,True
MEXICO,RAYON,BANAVIM,ALTA,MEXICO,RAYON,False,RAYON,Rayón,15,072,15072,True
MEXICO,SAN ANTONIO LA ISLA,BANAVIM,ALTA,MEXICO,SAN ANTONIO LA ISLA,False,SAN ANTONIO LA ISLA,San Antonio la Isla,15,073,15073,True
MEXICO,SAN FELIPE DEL PROGRESO,BANAVIM,ALTA,MEXICO,SAN FELIPE DEL PROGRESO,False,SAN FELIPE DEL PROGRESO,San Felipe del Progreso,15,074,15074,True
MEXICO,SAN MATEO ATENCO,BANAVIM,ALTA,MEXICO,SAN MATEO ATENCO,False,SAN MATEO ATENCO,San Mateo Atenco,15,076,15076,True
MEXICO,TECAMAC,BANAVIM,ALTA,MEXICO,TECAMAC,False,TECAMAC,Tecámac,15,081,15081,True
MEXICO,TEJUPILCO,BANAVIM,ALTA,MEXICO,TEJUPILCO,False,TEJUPILCO,Tejupilco,15,082,15082,True
MEXICO,TEMOAYA,BANAVIM,ALTA,MEXICO,TEMOAYA,False,TEMOAYA,Temoaya,15,087,15087,True
MEXICO,TENANCINGO,BANAVIM,ALTA,MEXICO,TENANCINGO,False,TENANCINGO,Tenancingo,15,088,15088,True
MEXICO,TENANGO DEL AIRE,BANAVIM,ALTA,MEXICO,TENANGO DEL AIRE,False,TENANGO DEL AIRE,Tenango del Aire,15,089,15089,True
MEXICO,TENANGO DEL VALLE,BANAVIM,ALTA,MEXICO,TENANGO DEL VALLE,False,TENANGO DEL VALLE,Tenango del Valle,15,090,15090,True
MEXICO,TEOLOYUCAN,BANAVIM,ALTA,MEXICO,TEOLOYUCAN,False,TEOLOYUCAN,Teoloyucan,15,091,15091,True
MEXICO,TEOTIHUACAN,BANAVIM,ALTA,MEXICO,TEOTIHUACAN,False,TEOTIHUACAN,Teotihuacán,15,092,15092,True
MEXICO,TEPOTZOTLAN,BANAVIM,ALTA,MEXICO,TEPOTZOTLAN,False,TEPOTZOTLAN,Tepotzotlán,15,095,15095,True
MEXICO,TEQUIXQUIAC,BANAVIM,ALTA,MEXICO,TEQUIXQUIAC,False,TEQUIXQUIAC,Tequixquiac,15,096,15096,True
MEXICO,TEXCALTITLAN,BANAVIM,ALTA,MEXICO,TEXCALTITLAN,False,TEXCALTITLAN,Texcaltitlán,15,097,15097,True
MEXICO,TEXCOCO,BANAVIM,ALTA,MEXICO,TEXCOCO,False,TEXCOCO,Texcoco,15,099,15099,True
MEXICO,TEZOYUCA,BANAVIM,ALTA,MEXICO,TEZOYUCA,False,TEZOYUCA,Tezoyuca,15,100,15100,True
MEXICO,TIANGUISTENCO,BANAVIM,ALTA,MEXICO,TIANGUISTENCO,False,TIANGUISTENCO,Tianguistenco,15,101,15101,True
MEXICO,TLALMANALCO,BANAVIM,ALTA,MEXICO,TLALMANALCO,False,TLALMANALCO,Tlalmanalco,15,103,15103,True
MEXICO,TLALNEPANTLA DE BAZ,BANAVIM,ALTA,MEXICO,TLALNEPANTLA DE BAZ,False,TLALNEPANTLA DE BAZ,Tlalnepantla de Baz,15,104,15104,True
MEXICO,TOLUCA,BANAVIM,ALTA,MEXICO,TOLUCA,False,TOLUCA,Toluca,15,106,15106,True
MEXICO,TULTEPEC,BANAVIM,ALTA,MEXICO,TULTEPEC,False,TULTEPEC,Tultepec,15,108,15108,True
MEXICO,TULTITLAN,BANAVIM,ALTA,MEXICO,TULTITLAN,False,TULTITLAN,Tultitlán,15,109,15109,True
MEXICO,VALLE DE BRAVO,BANAVIM,ALTA,MEXICO,VALLE DE BRAVO,False,VALLE DE BRAVO,Valle de Bravo,15,110,15110,True
MEXICO,VALLE DE CHALCO SOLIDARIDAD,BANAVIM,ALTA,MEXICO,VALLE DE CHALCO SOLIDARIDAD,False,VALLE DE CHALCO SOLIDARIDAD,Valle de Chalco Solidaridad,15,122,15122,True
MEXICO,VILLA DEL CARBON,BANAVIM,ALTA,MEXICO,VILLA DEL CARBON,False,VILLA DEL CARBON,Villa del Carbón,15,112,15112,True
MEXICO,VILLA GUERRERO,BANAVIM,ALTA,MEXICO,VILLA GUERRERO,False,VILLA GUERRERO,Villa Guerrero,15,113,15113,True
MEXICO,ZINACANTEPEC,BANAVIM,ALTA,MEXICO,ZINACANTEPEC,False,ZINACANTEPEC,Zinacantepec,15,118,15118,True
MEXICO,ZUMPANGO,BANAVIM,ALTA,MEXICO,ZUMPANGO,False,ZUMPANGO,Zumpango,15,120,15120,True
MICHOACAN,CUITZEO,BANAVIM,ALTA,MICHOACAN,CUITZEO,False,CUITZEO,Cuitzeo,16,020,16020,True
MICHOACAN,HIDALGO,BANAVIM,ALTA,MICHOACAN,HIDALGO,False,HIDALGO,Hidalgo,16,034,16034,True
MICHOACAN,HUETAMO,BANAVIM,ALTA,MICHOACAN,HUETAMO,False,HUETAMO,Huetamo,16,038,16038,True
MICHOACAN,IRIMBO,BANAVIM,ALTA,MICHOACAN,IRIMBO,False,IRIMBO,Irimbo,16,041,16041,True
MICHOACAN,JIQUILPAN,BANAVIM,ALTA,MICHOACAN,JIQUILPAN,False,JIQUILPAN,Jiquilpan,16,045,16045,True
MICHOACAN,LA PIEDAD,BANAVIM,ALTA,MICHOACAN,LA PIEDAD,False,LA PIEDAD,La Piedad,16,069,16069,True
MICHOACAN,MORELIA,BANAVIM,ALTA,MICHOACAN,MORELIA,False,MORELIA,Morelia,16,053,16053,True
MICHOACAN,PATZCUARO,BANAVIM,ALTA,MICHOACAN,PATZCUARO,False,PATZCUARO,Pátzcuaro,16,066,16066,True
MICHOACAN,PUREPERO,BANAVIM,ALTA,MICHOACAN,PUREPERO,False,PUREPERO,Purépero,16,070,16070,True
MICHOACAN,SAHUAYO,BANAVIM,ALTA,MICHOACAN,SAHUAYO,False,SAHUAYO,Sahuayo,16,076,16076,True
MICHOACAN,TACAMBARO,BANAVIM,ALTA,MICHOACAN,TACAMBARO,False,TACAMBARO,Tacámbaro,16,082,16082,True
MICHOACAN,TANGANCICUARO,BANAVIM,ALTA,MICHOACAN,TANGANCICUARO,False,TANGANCICUARO,Tangancícuaro,16,085,16085,True
MICHOACAN,URUAPAN,BANAVIM,ALTA,MICHOACAN,URUAPAN,False,URUAPAN,Uruapan,16,102,16102,True
MICHOACAN,VENUSTIANO CARRANZA,BANAVIM,ALTA,MICHOACAN,VENUSTIANO CARRANZA,False,VENUSTIANO CARRANZA,Venustiano Carranza,16,103,16103,True
MICHOACAN,ZAMORA,BANAVIM,ALTA,MICHOACAN,ZAMORA,False,ZAMORA,Zamora,16,108,16108,True
MICHOACAN,ZITACUARO,BANAVIM,ALTA,MICHOACAN,ZITACUARO,False,ZITACUARO,Zitácuaro,16,112,16112,True
MORELOS,ATLATLAHUCAN,BANAVIM,ALTA,MORELOS,ATLATLAHUCAN,False,ATLATLAHUCAN,Atlatlahucan,17,002,17002,True
MORELOS,AXOCHIAPAN,BANAVIM,ALTA,MORELOS,AXOCHIAPAN,False,AXOCHIAPAN,Axochiapan,17,003,17003,True
MORELOS,AYALA,BANAVIM,ALTA,MORELOS,AYALA,False,AYALA,Ayala,17,004,17004,True
MORELOS,COATLAN DEL RIO,BANAVIM,ALTA,MORELOS,COATLAN DEL RIO,False,COATLAN DEL RIO,Coatlán del Río,17,005,17005,True
MORELOS,CUAUTLA,BANAVIM,ALTA,MORELOS,CUAUTLA,False,CUAUTLA,Cuautla,17,006,17006,True
MORELOS,CUERNAVACA,BANAVIM,ALTA,MORELOS,CUERNAVACA,False,CUERNAVACA,Cuernavaca,17,007,17007,True
MORELOS,EMILIANO ZAPATA,BANAVIM,ALTA,MORELOS,EMILIANO ZAPATA,False,EMILIANO ZAPATA,Emiliano Zapata,17,008,17008,True
MORELOS,HUITZILAC,BANAVIM,ALTA,MORELOS,HUITZILAC,False,HUITZILAC,Huitzilac,17,009,17009,True
MORELOS,JIUTEPEC,BANAVIM,ALTA,MORELOS,JIUTEPEC,False,JIUTEPEC,Jiutepec,17,011,17011,True
MORELOS,JOJUTLA,BANAVIM,ALTA,MORELOS,JOJUTLA,False,JOJUTLA,Jojutla,17,012,17012,True
MORELOS,JONACATEPEC DE LEANDRO VALLE,BANAVIM,ALTA,MORELOS,JONACATEPEC DE LEANDRO VALLE,False,JONACATEPEC DE LEANDRO VALLE,Jonacatepec de Leandro Valle,17,013,17013,True
MORELOS,MIACATLAN,BANAVIM,ALTA,MORELOS,MIACATLAN,False,MIACATLAN,Miacatlán,17,015,17015,True
MORELOS,TEMIXCO,BANAVIM,ALTA,MORELOS,TEMIXCO,False,TEMIXCO,Temixco,17,018,17018,True
MORELOS,TEPOZTLAN,BANAVIM,ALTA,MORELOS,TEPOZTLAN,False,TEPOZTLAN,Tepoztlán,17,020,17020,True
MORELOS,TETECALA,BANAVIM,ALTA,MORELOS,TETECALA,False,TETECALA,Tetecala,17,021,17021,True
MORELOS,TETELA DEL VOLCAN,BANAVIM,ALTA,MORELOS,TETELA DEL VOLCAN,False,TETELA DEL VOLCAN,Tetela del Volcán,17,022,17022,True
MORELOS,TLALTIZAPAN DE ZAPATA,BANAVIM,ALTA,MORELOS,TLALTIZAPAN DE ZAPATA,False,TLALTIZAPAN DE ZAPATA,Tlaltizapán de Zapata,17,024,17024,True
MORELOS,TOTOLAPAN,BANAVIM,ALTA,MORELOS,TOTOLAPAN,False,TOTOLAPAN,Totolapan,17,027,17027,True
MORELOS,XOCHITEPEC,BANAVIM,ALTA,MORELOS,XOCHITEPEC,False,XOCHITEPEC,Xochitepec,17,028,17028,True
MORELOS,YAUTEPEC,BANAVIM,ALTA,MORELOS,YAUTEPEC,False,YAUTEPEC,Yautepec,17,029,17029,True
MORELOS,YECAPIXTLA,BANAVIM,ALTA,MORELOS,YECAPIXTLA,False,YECAPIXTLA,Yecapixtla,17,030,17030,True
MORELOS,ZACATEPEC,BANAVIM,ALTA,MORELOS,ZACATEPEC,False,ZACATEPEC,Zacatepec,17,031,17031,True
NAYARIT,AHUACATLAN,BANAVIM,ALTA,NAYARIT,AHUACATLAN,False,AHUACATLAN,Ahuacatlán,18,002,18002,True
NAYARIT,BAHIA DE BANDERAS,BANAVIM,ALTA,NAYARIT,BAHIA DE BANDERAS,False,BAHIA DE BANDERAS,Bahía de Banderas,18,020,18020,True
NAYARIT,HUAJICORI,BANAVIM,ALTA,NAYARIT,HUAJICORI,False,HUAJICORI,Huajicori,18,005,18005,True
NAYARIT,IXTLAN DEL RIO,BANAVIM,ALTA,NAYARIT,IXTLAN DEL RIO,False,IXTLAN DEL RIO,Ixtlán del Río,18,006,18006,True
NAYARIT,TEPIC,BANAVIM,ALTA,NAYARIT,TEPIC,False,TEPIC,Tepic,18,017,18017,True
NUEVO LEON,APODACA,BANAVIM,ALTA,NUEVO LEON,APODACA,False,APODACA,Apodaca,19,006,19006,True
NUEVO LEON,CADEREYTA JIMENEZ,BANAVIM,ALTA,NUEVO LEON,CADEREYTA JIMENEZ,False,CADEREYTA JIMENEZ,Cadereyta Jiménez,19,009,19009,True
NUEVO LEON,CIENEGA DE FLORES,BANAVIM,ALTA,NUEVO LEON,CIENEGA DE FLORES,False,CIENEGA DE FLORES,Ciénega de Flores,19,012,19012,True
NUEVO LEON,DOCTOR ARROYO,BANAVIM,ALTA,NUEVO LEON,DOCTOR ARROYO,False,DOCTOR ARROYO,Doctor Arroyo,19,014,19014,True
NUEVO LEON,GALEANA,BANAVIM,ALTA,NUEVO LEON,GALEANA,False,GALEANA,Galeana,19,017,19017,True
NUEVO LEON,GARCIA,BANAVIM,ALTA,NUEVO LEON,GARCIA,False,GARCIA,García,19,018,19018,True
NUEVO LEON,GENERAL BRAVO,BANAVIM,ALTA,NUEVO LEON,GENERAL BRAVO,False,GENERAL BRAVO,General Bravo,19,020,19020,True
NUEVO LEON,GENERAL ESCOBEDO,BANAVIM,ALTA,NUEVO LEON,GENERAL ESCOBEDO,False,GENERAL ESCOBEDO,General Escobedo,19,021,19021,True
NUEVO LEON,GENERAL ZUAZUA,BANAVIM,ALTA,NUEVO LEON,GENERAL ZUAZUA,False,GENERAL ZUAZUA,General Zuazua,19,025,19025,True
NUEVO LEON,GUADALUPE,BANAVIM,ALTA,NUEVO LEON,GUADALUPE,False,GUADALUPE,Guadalupe,19,026,19026,True
NUEVO LEON,JUAREZ,BANAVIM,ALTA,NUEVO LEON,JUAREZ,False,JUAREZ,Juárez,19,031,19031,True
NUEVO LEON,LINARES,BANAVIM,ALTA,NUEVO LEON,LINARES,False,LINARES,Linares,19,033,19033,True
NUEVO LEON,MIER Y NORIEGA,BANAVIM,ALTA,NUEVO LEON,MIER Y NORIEGA,False,MIER Y NORIEGA,Mier y Noriega,19,036,19036,True
NUEVO LEON,MONTEMORELOS,BANAVIM,ALTA,NUEVO LEON,MONTEMORELOS,False,MONTEMORELOS,Montemorelos,19,038,19038,True
NUEVO LEON,MONTERREY,BANAVIM,ALTA,NUEVO LEON,MONTERREY,False,MONTERREY,Monterrey,19,039,19039,True
NUEVO LEON,PESQUERIA,BANAVIM,ALTA,NUEVO LEON,PESQUERIA,False,PESQUERIA,Pesquería,19,041,19041,True
NUEVO LEON,SABINAS HIDALGO,BANAVIM,ALTA,NUEVO LEON,SABINAS HIDALGO,False,SABINAS HIDALGO,Sabinas Hidalgo,19,044,19044,True
NUEVO LEON,SALINAS VICTORIA,BANAVIM,ALTA,NUEVO LEON,SALINAS VICTORIA,False,SALINAS VICTORIA,Salinas Victoria,19,045,19045,True
NUEVO LEON,SAN NICOLAS DE LOS GARZA,BANAVIM,ALTA,NUEVO LEON,SAN NICOLAS DE LOS GARZA,False,SAN NICOLAS DE LOS GARZA,San Nicolás de los Garza,19,046,19046,True
NUEVO LEON,SAN PEDRO GARZA GARCIA,BANAVIM,ALTA,NUEVO LEON,SAN PEDRO GARZA GARCIA,False,SAN PEDRO GARZA GARCIA,San Pedro Garza García,19,019,19019,True
NUEVO LEON,SANTA CATARINA,BANAVIM,ALTA,NUEVO LEON,SANTA CATARINA,False,SANTA CATARINA,Santa Catarina,19,048,19048,True
NUEVO LEON,SANTIAGO,BANAVIM,ALTA,NUEVO LEON,SANTIAGO,False,SANTIAGO,Santiago,19,049,19049,True
OAXACA,ANIMAS TRUJANO,BANAVIM,ALTA,OAXACA,ANIMAS TRUJANO,False,ANIMAS TRUJANO,Ánimas Trujano,20,174,20174,True
OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,BANAVIM,ALTA,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,False,HEROICA CIUDAD DE HUAJUAPAN DE LEON,Heroica Ciudad de Huajuapan de León,20,039,20039,True
OAXACA,MATIAS ROMERO AVENDANO,BANAVIM,ALTA,OAXACA,MATIAS ROMERO AVENDANO,False,MATIAS ROMERO AVENDANO,Matías Romero Avendaño,20,057,20057,True
OAXACA,NAZARENO ETLA,BANAVIM,ALTA,OAXACA,NAZARENO ETLA,False,NAZARENO ETLA,Nazareno Etla,20,063,20063,True
OAXACA,OAXACA DE JUAREZ,BANAVIM,ALTA,OAXACA,OAXACA DE JUAREZ,False,OAXACA DE JUAREZ,Oaxaca de Juárez,20,067,20067,True
OAXACA,SALINA CRUZ,BANAVIM,ALTA,OAXACA,SALINA CRUZ,False,SALINA CRUZ,Salina Cruz,20,079,20079,True
OAXACA,SAN ANDRES HUAYAPAM,BANAVIM,ALTA,OAXACA,SAN ANDRES HUAYAPAM,False,SAN ANDRES HUAYAPAM,San Andrés Huayápam,20,091,20091,True
OAXACA,SAN ANTONIO DE LA CAL,BANAVIM,ALTA,OAXACA,SAN ANTONIO DE LA CAL,False,SAN ANTONIO DE LA CAL,San Antonio de la Cal,20,107,20107,True
OAXACA,SAN BARTOLO COYOTEPEC,BANAVIM,ALTA,OAXACA,SAN BARTOLO COYOTEPEC,False,SAN BARTOLO COYOTEPEC,San Bartolo Coyotepec,20,115,20115,True
OAXACA,SAN FRANCISCO IXHUATAN,BANAVIM,ALTA,OAXACA,SAN FRANCISCO IXHUATAN,False,SAN FRANCISCO IXHUATAN,San Francisco Ixhuatán,20,143,20143,True
OAXACA,SAN FRANCISCO TELIXTLAHUACA,BANAVIM,ALTA,OAXACA,SAN FRANCISCO TELIXTLAHUACA,False,SAN FRANCISCO TELIXTLAHUACA,San Francisco Telixtlahuaca,20,150,20150,True
OAXACA,SAN JACINTO AMILPAS,BANAVIM,ALTA,OAXACA,SAN JACINTO AMILPAS,False,SAN JACINTO AMILPAS,San Jacinto Amilpas,20,157,20157,True
OAXACA,SAN JUAN BAUTISTA TUXTEPEC,BANAVIM,ALTA,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,False,SAN JUAN BAUTISTA TUXTEPEC,San Juan Bautista Tuxtepec,20,184,20184,True
OAXACA,SAN JUAN OZOLOTEPEC,BANAVIM,ALTA,OAXACA,SAN JUAN OZOLOTEPEC,False,SAN JUAN OZOLOTEPEC,San Juan Ozolotepec,20,211,20211,True
OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,BANAVIM,ALTA,OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,False,SAN PEDRO Y SAN PABLO TEPOSCOLULA,San Pedro y San Pablo Teposcolula,20,339,20339,True
OAXACA,SAN SEBASTIAN TUTLA,BANAVIM,ALTA,OAXACA,SAN SEBASTIAN TUTLA,False,SAN SEBASTIAN TUTLA,San Sebastián Tutla,20,350,20350,True
OAXACA,SANTA CRUZ XOXOCOTLAN,BANAVIM,ALTA,OAXACA,SANTA CRUZ XOXOCOTLAN,False,SANTA CRUZ XOXOCOTLAN,Santa Cruz Xoxocotlán,20,385,20385,True
OAXACA,SANTA LUCIA DEL CAMINO,BANAVIM,ALTA,OAXACA,SANTA LUCIA DEL CAMINO,False,SANTA LUCIA DEL CAMINO,Santa Lucía del Camino,20,390,20390,True
OAXACA,SOLEDAD ETLA,BANAVIM,ALTA,OAXACA,SOLEDAD ETLA,False,SOLEDAD ETLA,Soledad Etla,20,539,20539,True
OAXACA,TLACOLULA DE MATAMOROS,BANAVIM,ALTA,OAXACA,TLACOLULA DE MATAMOROS,False,TLACOLULA DE MATAMOROS,Tlacolula de Matamoros,20,551,20551,True
OAXACA,VILLA DE ZAACHILA,BANAVIM,ALTA,OAXACA,VILLA DE ZAACHILA,False,VILLA DE ZAACHILA,Villa de Zaachila,20,565,20565,True
OAXACA,ZIMATLAN DE ALVAREZ,BANAVIM,ALTA,OAXACA,ZIMATLAN DE ALVAREZ,False,ZIMATLAN DE ALVAREZ,Zimatlán de Álvarez,20,570,20570,True
PUEBLA,ACAJETE,BANAVIM,ALTA,PUEBLA,ACAJETE,False,ACAJETE,Acajete,21,001,21001,True
PUEBLA,AMOZOC,BANAVIM,ALTA,PUEBLA,AMOZOC,False,AMOZOC,Amozoc,21,015,21015,True
PUEBLA,ATLIXCO,BANAVIM,ALTA,PUEBLA,ATLIXCO,False,ATLIXCO,Atlixco,21,019,21019,True
PUEBLA,ATOYATEMPAN,BANAVIM,ALTA,PUEBLA,ATOYATEMPAN,False,ATOYATEMPAN,Atoyatempan,21,020,21020,True
PUEBLA,CALPAN,BANAVIM,ALTA,PUEBLA,CALPAN,False,CALPAN,Calpan,21,026,21026,True
PUEBLA,CHALCHICOMULA DE SESMA,BANAVIM,ALTA,PUEBLA,CHALCHICOMULA DE SESMA,False,CHALCHICOMULA DE SESMA,Chalchicomula de Sesma,21,045,21045,True
PUEBLA,CHAPULCO,BANAVIM,ALTA,PUEBLA,CHAPULCO,False,CHAPULCO,Chapulco,21,046,21046,True
PUEBLA,CHIAUTLA,BANAVIM,ALTA,PUEBLA,CHIAUTLA,False,CHIAUTLA,Chiautla,21,047,21047,True
PUEBLA,CORONANGO,BANAVIM,ALTA,PUEBLA,CORONANGO,False,CORONANGO,Coronango,21,034,21034,True
PUEBLA,COYOTEPEC,BANAVIM,ALTA,PUEBLA,COYOTEPEC,False,COYOTEPEC,Coyotepec,21,037,21037,True
PUEBLA,CUAUTLANCINGO,BANAVIM,ALTA,PUEBLA,CUAUTLANCINGO,False,CUAUTLANCINGO,Cuautlancingo,21,041,21041,True
PUEBLA,CUETZALAN DEL PROGRESO,BANAVIM,ALTA,PUEBLA,CUETZALAN DEL PROGRESO,False,CUETZALAN DEL PROGRESO,Cuetzalan del Progreso,21,043,21043,True
PUEBLA,FRANCISCO Z MENA,BANAVIM,ALTA,PUEBLA,FRANCISCO Z MENA,False,FRANCISCO Z MENA,Francisco Z. Mena,21,064,21064,True
PUEBLA,HUAUCHINANGO,BANAVIM,ALTA,PUEBLA,HUAUCHINANGO,False,HUAUCHINANGO,Huauchinango,21,071,21071,True
PUEBLA,HUEJOTZINGO,BANAVIM,ALTA,PUEBLA,HUEJOTZINGO,False,HUEJOTZINGO,Huejotzingo,21,074,21074,True
PUEBLA,OCOYUCAN,BANAVIM,ALTA,PUEBLA,OCOYUCAN,False,OCOYUCAN,Ocoyucan,21,106,21106,True
PUEBLA,PAHUATLAN,BANAVIM,ALTA,PUEBLA,PAHUATLAN,False,PAHUATLAN,Pahuatlán,21,109,21109,True
PUEBLA,PALMAR DE BRAVO,BANAVIM,ALTA,PUEBLA,PALMAR DE BRAVO,False,PALMAR DE BRAVO,Palmar de Bravo,21,110,21110,True
PUEBLA,PUEBLA,BANAVIM,ALTA,PUEBLA,PUEBLA,False,PUEBLA,Puebla,21,114,21114,True
PUEBLA,SAN ANDRES CHOLULA,BANAVIM,ALTA,PUEBLA,SAN ANDRES CHOLULA,False,SAN ANDRES CHOLULA,San Andrés Cholula,21,119,21119,True
PUEBLA,SAN GREGORIO ATZOMPA,BANAVIM,ALTA,PUEBLA,SAN GREGORIO ATZOMPA,False,SAN GREGORIO ATZOMPA,San Gregorio Atzompa,21,125,21125,True
PUEBLA,SAN JOSE CHIAPA,BANAVIM,ALTA,PUEBLA,SAN JOSE CHIAPA,False,SAN JOSE CHIAPA,San José Chiapa,21,128,21128,True
PUEBLA,SAN MARTIN TEXMELUCAN,BANAVIM,ALTA,PUEBLA,SAN MARTIN TEXMELUCAN,False,SAN MARTIN TEXMELUCAN,San Martín Texmelucan,21,132,21132,True
PUEBLA,SAN PEDRO CHOLULA,BANAVIM,ALTA,PUEBLA,SAN PEDRO CHOLULA,False,SAN PEDRO CHOLULA,San Pedro Cholula,21,140,21140,True
PUEBLA,SAN SALVADOR EL VERDE,BANAVIM,ALTA,PUEBLA,SAN SALVADOR EL VERDE,False,SAN SALVADOR EL VERDE,San Salvador el Verde,21,143,21143,True
PUEBLA,SANTA ISABEL CHOLULA,BANAVIM,ALTA,PUEBLA,SANTA ISABEL CHOLULA,False,SANTA ISABEL CHOLULA,Santa Isabel Cholula,21,148,21148,True
PUEBLA,TEHUACAN,BANAVIM,ALTA,PUEBLA,TEHUACAN,False,TEHUACAN,Tehuacán,21,156,21156,True
