sim_municipio,sim_vinculo,sim_sexo,score,idx_ine,idx_bv,municipio_ine,estado_ine,sexo_ine,vinculo_grupo_ine,vinculo_victima_ine,municipio_bv,estado_bv,sexo_bv,vinculo_grupo_bv,edad_bv,escolaridad_bv,estado_civil_bv,Portaba Dicha Arma_bv,Droga_Alcohol_bv,año_banavim_bv,fuente_bv
1.0,1,1,3.0,111,205869,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,205880,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,205961,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,SI,0,2020,BANAVIM
1.0,1,1,3.0,111,206121,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,206269,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,206339,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,206480,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,38.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,206656,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,206734,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,206837,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,35.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,206863,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,206900,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,206938,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,206979,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,206991,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,207175,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,48.0,No identificado,Soltero,,0,2020,BANAVIM
1.0,1,1,3.0,111,207183,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,207249,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,207775,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,207876,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,SI,0,2020,BANAVIM
1.0,1,1,3.0,111,208191,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,208228,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,208229,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,208333,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,208395,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,208408,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,208644,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,23.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,208703,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,208942,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,209106,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,41.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,209337,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,209535,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,209536,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,209949,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,,,Seleccione,,0,2020,BANAVIM
1.0,1,1,3.0,111,212103,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,48.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,212158,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,Estudios que no requieren validéz oficial,,,0,2020,BANAVIM
1.0,1,1,3.0,111,212775,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,19.0,No identificado,Soltero,,0,2020,BANAVIM
1.0,1,1,3.0,111,212787,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,212849,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,No identificado,,,1,2020,BANAVIM
1.0,1,1,3.0,111,212898,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,212905,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,51.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,212945,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,212946,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,212956,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,44.0,No identificado,,,1,2020,BANAVIM
1.0,1,1,3.0,111,213481,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214036,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214037,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214081,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214111,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214112,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,26.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,214164,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214180,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,54.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,214964,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,67.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,216588,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,39.0,No identificado,Casado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217116,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217146,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217198,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,43.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217244,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217277,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,46.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217318,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217335,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,44.0,No identificado,Separado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217380,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217394,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217530,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217578,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,47.0,No identificado,No identificado,SE DESCONOCE,1,2020,BANAVIM
1.0,1,1,3.0,111,217640,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,29.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217686,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217689,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217796,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,217820,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217856,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,217907,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,21.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217908,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,21.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,217955,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,44.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218063,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218076,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218108,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218164,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218165,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218175,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218236,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218237,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218254,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218279,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218302,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,Soltero,,0,2020,BANAVIM
1.0,1,1,3.0,111,218435,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,37.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218443,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218463,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,36.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218496,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,45.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218529,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218629,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218637,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218640,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218661,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218666,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218741,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218787,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218788,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218792,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,54.0,No identificado,,,1,2020,BANAVIM
1.0,1,1,3.0,111,218795,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,12.0,Preescolar,,,0,2020,BANAVIM
1.0,1,1,3.0,111,218848,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218886,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,1,2020,BANAVIM
1.0,1,1,3.0,111,218904,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,42.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,218945,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,218980,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219076,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,219148,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,No identificado,SI,1,2020,BANAVIM
1.0,1,1,3.0,111,219153,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,24.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219210,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,27.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219259,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,SI,0,2020,BANAVIM
1.0,1,1,3.0,111,219288,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,43.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219325,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219357,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219374,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,36.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,219420,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219437,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,20.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,219466,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219498,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,50.0,No identificado,Casado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219532,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219579,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,Concubinato,,1,2020,BANAVIM
1.0,1,1,3.0,111,219614,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,35.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219661,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,23.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,219692,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,58.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,219735,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219738,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,219747,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219763,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2020,BANAVIM
1.0,1,1,3.0,111,219769,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219770,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219808,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,Soltero,,0,2020,BANAVIM
1.0,1,1,3.0,111,219813,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2020,BANAVIM
1.0,1,1,3.0,111,219835,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,22.0,No identificado,No identificado,,0,2020,BANAVIM
1.0,1,1,3.0,111,219858,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2020,BANAVIM
