sim_municipio,sim_vinculo,sim_sexo,score,idx_ine,idx_bv,municipio_ine,estado_ine,sexo_ine,vinculo_grupo_ine,vinculo_victima_ine,municipio_bv,estado_bv,sexo_bv,vinculo_grupo_bv,edad_bv,escolaridad_bv,estado_civil_bv,Portaba Dicha Arma_bv,Droga_Alcohol_bv,año_banavim_bv,fuente_bv
1.0,1,1,3.0,111,494618,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,494621,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,494622,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,494625,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,494721,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,494722,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,494723,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,494826,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495020,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495021,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495025,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495166,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495278,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,40.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495279,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495429,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495506,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495509,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495510,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495635,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495712,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,495716,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495717,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495921,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495995,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,495997,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,496013,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,496255,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,496544,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,496546,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,496556,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,496557,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,496950,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,496999,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,497001,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,497157,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,497177,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,497179,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,497372,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,36.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,497377,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,497618,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,497621,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,497624,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,497885,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,498084,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,498415,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,498416,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,498555,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,498560,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,499455,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,21.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,111,499456,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,499457,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,499515,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,499523,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,499524,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,499676,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,499945,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,499948,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500044,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500046,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500110,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500187,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500210,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500261,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,45.0,Primaria,Separado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500348,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500396,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500529,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500591,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500592,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500662,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,45.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500666,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,45.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500700,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500704,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500705,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500714,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500817,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500820,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500828,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,Estudios que no requieren validéz oficial,,,0,2021,BANAVIM
1.0,1,1,3.0,111,500861,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500899,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,500972,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501006,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501037,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501097,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501100,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501102,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501149,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501153,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501155,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501161,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501202,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501255,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501294,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501298,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501299,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501347,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501348,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501349,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501386,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501429,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501491,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,501493,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501494,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501498,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,501890,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,502228,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,502377,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,502425,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,503364,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,503368,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,503372,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,503374,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,503469,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,504096,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504208,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504210,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504212,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504213,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504215,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,504628,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,504676,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,38.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,504678,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,33.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,504773,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,505560,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,505594,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,1,2021,BANAVIM
1.0,1,1,3.0,111,506596,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,506609,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,506615,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,28.0,Preparatoria,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,506828,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,39.0,No identificado,No identificado,,1,2021,BANAVIM
1.0,1,1,3.0,111,506841,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,SI,0,2021,BANAVIM
1.0,1,1,3.0,111,506909,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,,,0,2021,BANAVIM
1.0,1,1,3.0,111,506911,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,30.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,506958,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,34.0,No identificado,No identificado,,0,2021,BANAVIM
1.0,1,1,3.0,111,506994,OTHON P BLANCO,QUINTANA ROO,H,OTRO,OTRA,OTHON P BLANCO,QUINTANA ROO,H,OTRO,25.0,No identificado,,,0,2021,BANAVIM
