escenario,tipo,estado_municipio
ALTA,solo_banavim,VERACRUZ - TATAHUICAPAN DE JUAREZ
ALTA,solo_banavim,VERACRUZ - TEPETZINTLA
ALTA,solo_banavim,VERACRUZ - TUXPAN
ALTA,solo_banavim,VERACRUZ - VERACRUZ
ALTA,solo_banavim,VERACRUZ - XALAPA
ALTA,solo_banavim,VERACRUZ - ZONGOLICA
ALTA,solo_banavim,YUCATAN - AKIL
ALTA,solo_banavim,YUCATAN - BACA
ALTA,solo_banavim,YUCATAN - CENOTILLO
ALTA,solo_banavim,YUCATAN - CHEMAX
ALTA,solo_banavim,YUCATAN - CONKAL
ALTA,solo_banavim,YUCATAN - CUNCUNUL
ALTA,solo_banavim,YUCATAN - DZAN
ALTA,solo_banavim,YUCATAN - ESPITA
ALTA,solo_banavim,YUCATAN - HOCABA
ALTA,solo_banavim,YUCATAN - HUNUCMA
ALTA,solo_banavim,YUCATAN - IZAMAL
ALTA,solo_banavim,YUCATAN - KANASIN
ALTA,solo_banavim,YUCATAN - MERIDA
ALTA,solo_banavim,YUCATAN - MOTUL
ALTA,solo_banavim,YUCATAN - OXKUTZCAB
ALTA,solo_banavim,YUCATAN - PROGRESO
ALTA,solo_banavim,YUCATAN - RIO LAGARTOS
ALTA,solo_banavim,YUCATAN - TEKIT
ALTA,solo_banavim,YUCATAN - TIZIMIN
ALTA,solo_banavim,YUCATAN - UMAN
ALTA,solo_banavim,YUCATAN - VALLADOLID
ALTA,solo_banavim,YUCATAN - XOCCHEL
ALTA,solo_banavim,YUCATAN - YAXCABA
ALTA,solo_banavim,ZACATECAS - CALERA
ALTA,solo_banavim,ZACATECAS - CHALCHIHUITES
ALTA,solo_banavim,ZACATECAS - CONCEPCION DEL ORO
ALTA,solo_banavim,ZACATECAS - EL SALVADOR
ALTA,solo_banavim,ZACATECAS - FRESNILLO
ALTA,solo_banavim,ZACATECAS - GUADALUPE
ALTA,solo_banavim,ZACATECAS - JEREZ
ALTA,solo_banavim,ZACATECAS - JUAN ALDAMA
ALTA,solo_banavim,ZACATECAS - JUCHIPILA
ALTA,solo_banavim,ZACATECAS - LUIS MOYA
ALTA,solo_banavim,ZACATECAS - MORELOS
ALTA,solo_banavim,ZACATECAS - PANUCO
ALTA,solo_banavim,ZACATECAS - RIO GRANDE
ALTA,solo_banavim,ZACATECAS - SOMBRERETE
ALTA,solo_banavim,ZACATECAS - ZACATECAS
ALTA_MEDIA,comun,CDMX - AZCAPOTZALCO
ALTA_MEDIA,comun,CHIAPAS - BOCHIL
ALTA_MEDIA,comun,CHIAPAS - CATAZAJA
ALTA_MEDIA,comun,CHIAPAS - TEOPISCA
ALTA_MEDIA,comun,CHIAPAS - TUZANTAN
ALTA_MEDIA,comun,COAHUILA - FRANCISCO I MADERO
ALTA_MEDIA,comun,GUERRERO - XALPATLAHUAC
ALTA_MEDIA,comun,HIDALGO - NOPALA DE VILLAGRAN
ALTA_MEDIA,comun,HIDALGO - ZIMAPAN
ALTA_MEDIA,comun,JALISCO - TLAJOMULCO DE ZUNIGA
ALTA_MEDIA,comun,MORELOS - TEMIXCO
ALTA_MEDIA,comun,MORELOS - TETELA DEL VOLCAN
ALTA_MEDIA,comun,NAYARIT - LA YESCA
ALTA_MEDIA,comun,NAYARIT - SANTIAGO IXCUINTLA
ALTA_MEDIA,comun,OAXACA - MAGDALENA APASCO
ALTA_MEDIA,comun,OAXACA - MATIAS ROMERO AVENDANO
ALTA_MEDIA,comun,OAXACA - SALINA CRUZ
ALTA_MEDIA,comun,OAXACA - SAN ANDRES ZAUTLA
ALTA_MEDIA,comun,OAXACA - SAN JACINTO AMILPAS
ALTA_MEDIA,comun,OAXACA - SANTA MARIA ATZOMPA
ALTA_MEDIA,comun,OAXACA - VILLA TEJUPAM DE LA UNION
ALTA_MEDIA,comun,PUEBLA - FRANCISCO Z MENA
ALTA_MEDIA,comun,PUEBLA - SANTIAGO MIAHUATLAN
ALTA_MEDIA,comun,QUERETARO - CORREGIDORA
ALTA_MEDIA,comun,QUERETARO - HUIMILPAN
ALTA_MEDIA,comun,QUINTANA ROO - OTHON P BLANCO
ALTA_MEDIA,comun,SAN LUIS POTOSI - ZARAGOZA
ALTA_MEDIA,comun,TABASCO - CENTRO
ALTA_MEDIA,comun,TABASCO - CUNDUACAN
ALTA_MEDIA,comun,TABASCO - JALAPA
ALTA_MEDIA,comun,TABASCO - MACUSPANA
ALTA_MEDIA,comun,VERACRUZ - CORDOBA
ALTA_MEDIA,comun,VERACRUZ - PEROTE
ALTA_MEDIA,comun,VERACRUZ - VERACRUZ
ALTA_MEDIA,solo_ine,CHIAPAS - CAPITAN LUIS ANGEL VIDAL
ALTA_MEDIA,solo_ine,CHIAPAS - EMILIANO ZAPATA
ALTA_MEDIA,solo_ine,NAYARIT - EL NAYAR
ALTA_MEDIA,solo_ine,OAXACA - AYOQUEZCO DE ALDAMA
ALTA_MEDIA,solo_ine,OAXACA - CIENEGA DE ZIMATLAN
ALTA_MEDIA,solo_ine,OAXACA - CONCEPCION PAPALO
ALTA_MEDIA,solo_ine,OAXACA - LA REFORMA
ALTA_MEDIA,solo_ine,OAXACA - SAN ANDRES IXTLAHUACA
ALTA_MEDIA,solo_ine,OAXACA - SAN CRISTOBAL AMATLAN
ALTA_MEDIA,solo_ine,OAXACA - SAN DIONISIO DEL MAR
ALTA_MEDIA,solo_ine,OAXACA - SAN JERONIMO SOSOLA
ALTA_MEDIA,solo_ine,OAXACA - SAN LORENZO CACAOTEPEC
ALTA_MEDIA,solo_ine,OAXACA - SAN NICOLAS
ALTA_MEDIA,solo_ine,OAXACA - SANTA CATALINA QUIERI
ALTA_MEDIA,solo_ine,OAXACA - SANTIAGO CHAZUMBA
ALTA_MEDIA,solo_ine,OAXACA - TANICHE
ALTA_MEDIA,solo_ine,PUEBLA - SAN ANTONIO CANADA
ALTA_MEDIA,solo_ine,PUEBLA - TUZAMAPAN DE GALEANA
ALTA_MEDIA,solo_ine,TABASCO - JONUTA
ALTA_MEDIA,solo_ine,VERACRUZ - ACAYUCAN
ALTA_MEDIA,solo_ine,VERACRUZ - ALTO LUCERO DE GUTIERREZ BARRIOS
ALTA_MEDIA,solo_ine,VERACRUZ - ALTOTONGA
ALTA_MEDIA,solo_ine,VERACRUZ - COETZALA
ALTA_MEDIA,solo_ine,VERACRUZ - LA ANTIGUA
ALTA_MEDIA,solo_ine,VERACRUZ - LERDO DE TEJADA
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - AGUASCALIENTES
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - ASIENTOS
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - CALVILLO
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - COSIO
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - EL LLANO
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - JESUS MARIA
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - PABELLON DE ARTEAGA
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - RINCON DE ROMOS
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - SAN FRANCISCO DE LOS ROMO
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - SAN JOSE DE GRACIA
ALTA_MEDIA,solo_banavim,AGUASCALIENTES - TEPEZALA
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA - ENSENADA
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA - MEXICALI
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA - PLAYAS DE ROSARITO
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA - TECATE
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA - TIJUANA
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA SUR - COMONDU
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA SUR - LA PAZ
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA SUR - LORETO
ALTA_MEDIA,solo_banavim,BAJA CALIFORNIA SUR - LOS CABOS
ALTA_MEDIA,solo_banavim,CAMPECHE - CALKINI
ALTA_MEDIA,solo_banavim,CAMPECHE - CHAMPOTON
ALTA_MEDIA,solo_banavim,CAMPECHE - CIUDAD DEL CARMEN
ALTA_MEDIA,solo_banavim,CAMPECHE - ESCARCEGA
ALTA_MEDIA,solo_banavim,CAMPECHE - SAN FRANCISCO DE CAMPECHE
ALTA_MEDIA,solo_banavim,CAMPECHE - XPUJIL
ALTA_MEDIA,solo_banavim,CDMX - ALVARO OBREGON
ALTA_MEDIA,solo_banavim,CDMX - BENITO JUAREZ
ALTA_MEDIA,solo_banavim,CDMX - COYOACAN
ALTA_MEDIA,solo_banavim,CDMX - CUAJIMALPA DE MORELOS
ALTA_MEDIA,solo_banavim,CDMX - CUAUHTEMOC
ALTA_MEDIA,solo_banavim,CDMX - GUSTAVO A MADERO
ALTA_MEDIA,solo_banavim,CDMX - IZTACALCO
ALTA_MEDIA,solo_banavim,CDMX - IZTAPALAPA
ALTA_MEDIA,solo_banavim,CDMX - LA MAGDALENA CONTRERAS
ALTA_MEDIA,solo_banavim,CDMX - MIGUEL HIDALGO
ALTA_MEDIA,solo_banavim,CDMX - MILPA ALTA
ALTA_MEDIA,solo_banavim,CDMX - TLAHUAC
ALTA_MEDIA,solo_banavim,CDMX - TLALPAN
ALTA_MEDIA,solo_banavim,CDMX - VENUSTIANO CARRANZA
ALTA_MEDIA,solo_banavim,CDMX - XOCHIMILCO
ALTA_MEDIA,solo_banavim,CHIAPAS - ACACOYAGUA
ALTA_MEDIA,solo_banavim,CHIAPAS - ACALA
ALTA_MEDIA,solo_banavim,CHIAPAS - ACAPETAHUA
ALTA_MEDIA,solo_banavim,CHIAPAS - ALDAMA
ALTA_MEDIA,solo_banavim,CHIAPAS - ALTAMIRANO
ALTA_MEDIA,solo_banavim,CHIAPAS - AMATAN
ALTA_MEDIA,solo_banavim,CHIAPAS - AMATENANGO DEL VALLE
ALTA_MEDIA,solo_banavim,CHIAPAS - ANGEL ALBINO CORZO
ALTA_MEDIA,solo_banavim,CHIAPAS - ARRIAGA
ALTA_MEDIA,solo_banavim,CHIAPAS - BENEMERITO DE LAS AMERICAS
ALTA_MEDIA,solo_banavim,CHIAPAS - BERRIOZABAL
ALTA_MEDIA,solo_banavim,CHIAPAS - CACAHOATAN
ALTA_MEDIA,solo_banavim,CHIAPAS - CHALCHIHUITAN
ALTA_MEDIA,solo_banavim,CHIAPAS - CHAMULA
ALTA_MEDIA,solo_banavim,CHIAPAS - CHANAL
ALTA_MEDIA,solo_banavim,CHIAPAS - CHAPULTENANGO
ALTA_MEDIA,solo_banavim,CHIAPAS - CHENALHO
ALTA_MEDIA,solo_banavim,CHIAPAS - CHIAPA DE CORZO
ALTA_MEDIA,solo_banavim,CHIAPAS - CHIAPILLA
ALTA_MEDIA,solo_banavim,CHIAPAS - CHICOMUSELO
ALTA_MEDIA,solo_banavim,CHIAPAS - CHILON
ALTA_MEDIA,solo_banavim,CHIAPAS - CINTALAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - COAPILLA
ALTA_MEDIA,solo_banavim,CHIAPAS - COMITAN DE DOMINGUEZ
ALTA_MEDIA,solo_banavim,CHIAPAS - COPAINALA
ALTA_MEDIA,solo_banavim,CHIAPAS - EL BOSQUE
ALTA_MEDIA,solo_banavim,CHIAPAS - EL PORVENIR
ALTA_MEDIA,solo_banavim,CHIAPAS - ESCUINTLA
ALTA_MEDIA,solo_banavim,CHIAPAS - FRONTERA COMALAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - FRONTERA HIDALGO
ALTA_MEDIA,solo_banavim,CHIAPAS - HUEHUETAN
ALTA_MEDIA,solo_banavim,CHIAPAS - HUITIUPAN
ALTA_MEDIA,solo_banavim,CHIAPAS - HUIXTAN
ALTA_MEDIA,solo_banavim,CHIAPAS - HUIXTLA
ALTA_MEDIA,solo_banavim,CHIAPAS - IXTACOMITAN
ALTA_MEDIA,solo_banavim,CHIAPAS - IXTAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - IXTAPANGAJOYA
ALTA_MEDIA,solo_banavim,CHIAPAS - JIQUIPILAS
ALTA_MEDIA,solo_banavim,CHIAPAS - JITOTOL
ALTA_MEDIA,solo_banavim,CHIAPAS - JUAREZ
ALTA_MEDIA,solo_banavim,CHIAPAS - LA CONCORDIA
ALTA_MEDIA,solo_banavim,CHIAPAS - LA GRANDEZA
ALTA_MEDIA,solo_banavim,CHIAPAS - LA INDEPENDENCIA
ALTA_MEDIA,solo_banavim,CHIAPAS - LA TRINITARIA
ALTA_MEDIA,solo_banavim,CHIAPAS - LARRAINZAR
ALTA_MEDIA,solo_banavim,CHIAPAS - LAS MARGARITAS
ALTA_MEDIA,solo_banavim,CHIAPAS - LAS ROSAS
ALTA_MEDIA,solo_banavim,CHIAPAS - MAPASTEPEC
ALTA_MEDIA,solo_banavim,CHIAPAS - MARQUES DE COMILLAS
ALTA_MEDIA,solo_banavim,CHIAPAS - MAZATAN
ALTA_MEDIA,solo_banavim,CHIAPAS - METAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - MITONTIC
ALTA_MEDIA,solo_banavim,CHIAPAS - MOTOZINTLA
ALTA_MEDIA,solo_banavim,CHIAPAS - OCOSINGO
ALTA_MEDIA,solo_banavim,CHIAPAS - OCOZOCOAUTLA DE ESPINOSA
ALTA_MEDIA,solo_banavim,CHIAPAS - OSUMACINTA
ALTA_MEDIA,solo_banavim,CHIAPAS - OXCHUC
ALTA_MEDIA,solo_banavim,CHIAPAS - PALENQUE
ALTA_MEDIA,solo_banavim,CHIAPAS - PANTELHO
ALTA_MEDIA,solo_banavim,CHIAPAS - PICHUCALCO
ALTA_MEDIA,solo_banavim,CHIAPAS - PIJIJIAPAN
ALTA_MEDIA,solo_banavim,CHIAPAS - REFORMA
ALTA_MEDIA,solo_banavim,CHIAPAS - SABANILLA
ALTA_MEDIA,solo_banavim,CHIAPAS - SALTO DE AGUA
ALTA_MEDIA,solo_banavim,CHIAPAS - SAN ANDRES DURAZNAL
ALTA_MEDIA,solo_banavim,CHIAPAS - SAN CRISTOBAL DE LAS CASAS
ALTA_MEDIA,solo_banavim,CHIAPAS - SAN FERNANDO
ALTA_MEDIA,solo_banavim,CHIAPAS - SAN JUAN CANCUC
ALTA_MEDIA,solo_banavim,CHIAPAS - SAN LUCAS
ALTA_MEDIA,solo_banavim,CHIAPAS - SANTIAGO EL PINAR
ALTA_MEDIA,solo_banavim,CHIAPAS - SILTEPEC
ALTA_MEDIA,solo_banavim,CHIAPAS - SIMOJOVEL
ALTA_MEDIA,solo_banavim,CHIAPAS - SOCOLTENANGO
ALTA_MEDIA,solo_banavim,CHIAPAS - SOLOSUCHIAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - SOYALO
ALTA_MEDIA,solo_banavim,CHIAPAS - SUCHIAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - SUCHIATE
ALTA_MEDIA,solo_banavim,CHIAPAS - SUNUAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - TAPACHULA
ALTA_MEDIA,solo_banavim,CHIAPAS - TAPILULA
ALTA_MEDIA,solo_banavim,CHIAPAS - TECPATAN
ALTA_MEDIA,solo_banavim,CHIAPAS - TENEJAPA
ALTA_MEDIA,solo_banavim,CHIAPAS - TILA
ALTA_MEDIA,solo_banavim,CHIAPAS - TONALA
ALTA_MEDIA,solo_banavim,CHIAPAS - TUMBALA
ALTA_MEDIA,solo_banavim,CHIAPAS - TUXTLA CHICO
ALTA_MEDIA,solo_banavim,CHIAPAS - TUXTLA GUTIERREZ
ALTA_MEDIA,solo_banavim,CHIAPAS - TZIMOL
ALTA_MEDIA,solo_banavim,CHIAPAS - UNION JUAREZ
ALTA_MEDIA,solo_banavim,CHIAPAS - VENUSTIANO CARRANZA
ALTA_MEDIA,solo_banavim,CHIAPAS - VILLA COMALTITLAN
ALTA_MEDIA,solo_banavim,CHIAPAS - VILLA CORZO
ALTA_MEDIA,solo_banavim,CHIAPAS - VILLAFLORES
ALTA_MEDIA,solo_banavim,CHIAPAS - YAJALON
ALTA_MEDIA,solo_banavim,CHIAPAS - ZINACANTAN
ALTA_MEDIA,solo_banavim,CHIHUAHUA - ALDAMA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - AQUILES SERDAN
ALTA_MEDIA,solo_banavim,CHIHUAHUA - BACHINIVA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - BOCOYNA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - CAMARGO
ALTA_MEDIA,solo_banavim,CHIHUAHUA - CASAS GRANDES
ALTA_MEDIA,solo_banavim,CHIHUAHUA - CHIHUAHUA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - CUAUHTEMOC
ALTA_MEDIA,solo_banavim,CHIHUAHUA - DELICIAS
ALTA_MEDIA,solo_banavim,CHIHUAHUA - GOMEZ FARIAS
ALTA_MEDIA,solo_banavim,CHIHUAHUA - GUACHOCHI
ALTA_MEDIA,solo_banavim,CHIHUAHUA - HIDALGO DEL PARRAL
ALTA_MEDIA,solo_banavim,CHIHUAHUA - JUAREZ
ALTA_MEDIA,solo_banavim,CHIHUAHUA - LA CRUZ
ALTA_MEDIA,solo_banavim,CHIHUAHUA - MEOQUI
ALTA_MEDIA,solo_banavim,CHIHUAHUA - MORELOS
ALTA_MEDIA,solo_banavim,CHIHUAHUA - NUEVO CASAS GRANDES
ALTA_MEDIA,solo_banavim,CHIHUAHUA - OJINAGA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - ROSALES
ALTA_MEDIA,solo_banavim,CHIHUAHUA - SANTA BARBARA
ALTA_MEDIA,solo_banavim,CHIHUAHUA - URIQUE
ALTA_MEDIA,solo_banavim,CHIHUAHUA - URUACHI
ALTA_MEDIA,solo_banavim,COAHUILA - ACUNA
ALTA_MEDIA,solo_banavim,COAHUILA - ALLENDE
ALTA_MEDIA,solo_banavim,COAHUILA - ARTEAGA
ALTA_MEDIA,solo_banavim,COAHUILA - CASTANOS
ALTA_MEDIA,solo_banavim,COAHUILA - CUATRO CIENEGAS
ALTA_MEDIA,solo_banavim,COAHUILA - ESCOBEDO
ALTA_MEDIA,solo_banavim,COAHUILA - FRONTERA
ALTA_MEDIA,solo_banavim,COAHUILA - GENERAL CEPEDA
ALTA_MEDIA,solo_banavim,COAHUILA - MATAMOROS
ALTA_MEDIA,solo_banavim,COAHUILA - MONCLOVA
ALTA_MEDIA,solo_banavim,COAHUILA - MUZQUIZ
ALTA_MEDIA,solo_banavim,COAHUILA - NAVA
ALTA_MEDIA,solo_banavim,COAHUILA - PARRAS
ALTA_MEDIA,solo_banavim,COAHUILA - PIEDRAS NEGRAS
ALTA_MEDIA,solo_banavim,COAHUILA - RAMOS ARIZPE
ALTA_MEDIA,solo_banavim,COAHUILA - SABINAS
ALTA_MEDIA,solo_banavim,COAHUILA - SALTILLO
ALTA_MEDIA,solo_banavim,COAHUILA - SAN BUENAVENTURA
ALTA_MEDIA,solo_banavim,COAHUILA - SAN JUAN DE SABINAS
ALTA_MEDIA,solo_banavim,COAHUILA - SAN PEDRO
ALTA_MEDIA,solo_banavim,COAHUILA - TORREON
ALTA_MEDIA,solo_banavim,COAHUILA - VILLA UNION
ALTA_MEDIA,solo_banavim,COAHUILA - ZARAGOZA
ALTA_MEDIA,solo_banavim,COLIMA - CIUDAD DE ARMERIA
ALTA_MEDIA,solo_banavim,COLIMA - CIUDAD DE VILLA DE ALVAREZ
ALTA_MEDIA,solo_banavim,COLIMA - COLIMA
ALTA_MEDIA,solo_banavim,COLIMA - COMALA
ALTA_MEDIA,solo_banavim,COLIMA - COQUIMATLAN
ALTA_MEDIA,solo_banavim,COLIMA - CUAUHTEMOC
ALTA_MEDIA,solo_banavim,COLIMA - MANZANILLO
ALTA_MEDIA,solo_banavim,COLIMA - MINATITLAN
ALTA_MEDIA,solo_banavim,COLIMA - TECOMAN
ALTA_MEDIA,solo_banavim,DURANGO - CANATLAN
ALTA_MEDIA,solo_banavim,DURANGO - CUENCAME
ALTA_MEDIA,solo_banavim,DURANGO - DURANGO
ALTA_MEDIA,solo_banavim,DURANGO - GOMEZ PALACIO
ALTA_MEDIA,solo_banavim,DURANGO - GUADALUPE VICTORIA
ALTA_MEDIA,solo_banavim,DURANGO - LERDO
ALTA_MEDIA,solo_banavim,DURANGO - MAPIMI
ALTA_MEDIA,solo_banavim,DURANGO - PUEBLO NUEVO
ALTA_MEDIA,solo_banavim,DURANGO - SUCHIL
ALTA_MEDIA,solo_banavim,DURANGO - TAMAZULA
ALTA_MEDIA,solo_banavim,DURANGO - VICENTE GUERRERO
ALTA_MEDIA,solo_banavim,GUANAJUATO - CELAYA
ALTA_MEDIA,solo_banavim,GUANAJUATO - GUANAJUATO
ALTA_MEDIA,solo_banavim,GUANAJUATO - IRAPUATO
ALTA_MEDIA,solo_banavim,GUANAJUATO - LEON
ALTA_MEDIA,solo_banavim,GUANAJUATO - MANUEL DOBLADO
ALTA_MEDIA,solo_banavim,GUANAJUATO - MOROLEON
ALTA_MEDIA,solo_banavim,GUANAJUATO - SAN FRANCISCO DEL RINCON
ALTA_MEDIA,solo_banavim,GUANAJUATO - SAN LUIS DE LA PAZ
ALTA_MEDIA,solo_banavim,GUANAJUATO - SAN MIGUEL DE ALLENDE
ALTA_MEDIA,solo_banavim,GUERRERO - ACAPULCO DE JUAREZ
ALTA_MEDIA,solo_banavim,GUERRERO - ALCOZAUCA DE GUERRERO
ALTA_MEDIA,solo_banavim,GUERRERO - ARCELIA
ALTA_MEDIA,solo_banavim,GUERRERO - ATLAMAJALCINGO DEL MONTE
ALTA_MEDIA,solo_banavim,GUERRERO - ATLIXTAC
ALTA_MEDIA,solo_banavim,GUERRERO - BENITO JUAREZ
ALTA_MEDIA,solo_banavim,GUERRERO - CHILAPA DE ALVAREZ
ALTA_MEDIA,solo_banavim,GUERRERO - CHILPANCINGO DE LOS BRAVO
ALTA_MEDIA,solo_banavim,GUERRERO - COCHOAPA EL GRANDE
ALTA_MEDIA,solo_banavim,GUERRERO - COPANATOYAC
ALTA_MEDIA,solo_banavim,GUERRERO - COYUCA DE CATALAN
ALTA_MEDIA,solo_banavim,GUERRERO - CUTZAMALA DE PINZON
ALTA_MEDIA,solo_banavim,GUERRERO - EDUARDO NERI
ALTA_MEDIA,solo_banavim,GUERRERO - HUAMUXTITLAN
ALTA_MEDIA,solo_banavim,GUERRERO - JUAN R ESCUDERO
ALTA_MEDIA,solo_banavim,GUERRERO - LA UNION DE ISIDORO MONTES DE OCA
ALTA_MEDIA,solo_banavim,GUERRERO - LEONARDO BRAVO
ALTA_MEDIA,solo_banavim,GUERRERO - MALINALTEPEC
ALTA_MEDIA,solo_banavim,GUERRERO - MARQUELIA
ALTA_MEDIA,solo_banavim,GUERRERO - MARTIR DE CUILAPAN
ALTA_MEDIA,solo_banavim,GUERRERO - METLATONOC
ALTA_MEDIA,solo_banavim,GUERRERO - MOCHITLAN
ALTA_MEDIA,solo_banavim,GUERRERO - OLINALA
ALTA_MEDIA,solo_banavim,GUERRERO - OMETEPEC
ALTA_MEDIA,solo_banavim,GUERRERO - PETATLAN
ALTA_MEDIA,solo_banavim,GUERRERO - PUNGARABATO
ALTA_MEDIA,solo_banavim,GUERRERO - TELOLOAPAN
ALTA_MEDIA,solo_banavim,GUERRERO - TIXTLA DE GUERRERO
ALTA_MEDIA,solo_banavim,GUERRERO - TLACOACHISTLAHUACA
ALTA_MEDIA,solo_banavim,GUERRERO - TLACOAPA
ALTA_MEDIA,solo_banavim,GUERRERO - TLALCHAPA
ALTA_MEDIA,solo_banavim,GUERRERO - TLAPA DE COMONFORT
ALTA_MEDIA,solo_banavim,GUERRERO - TLAPEHUALA
ALTA_MEDIA,solo_banavim,GUERRERO - XOCHIHUEHUETLAN
ALTA_MEDIA,solo_banavim,GUERRERO - XOCHISTLAHUACA
ALTA_MEDIA,solo_banavim,GUERRERO - ZIHUATANEJO DE AZUETA
ALTA_MEDIA,solo_banavim,HIDALGO - ACATLAN
ALTA_MEDIA,solo_banavim,HIDALGO - ACAXOCHITLAN
ALTA_MEDIA,solo_banavim,HIDALGO - ACTOPAN
ALTA_MEDIA,solo_banavim,HIDALGO - AJACUBA
ALTA_MEDIA,solo_banavim,HIDALGO - ALFAJAYUCAN
ALTA_MEDIA,solo_banavim,HIDALGO - ALMOLOYA
ALTA_MEDIA,solo_banavim,HIDALGO - APAN
ALTA_MEDIA,solo_banavim,HIDALGO - ATITALAQUIA
ALTA_MEDIA,solo_banavim,HIDALGO - ATOTONILCO DE TULA
ALTA_MEDIA,solo_banavim,HIDALGO - ATOTONILCO EL GRANDE
ALTA_MEDIA,solo_banavim,HIDALGO - CALNALI
ALTA_MEDIA,solo_banavim,HIDALGO - CARDONAL
ALTA_MEDIA,solo_banavim,HIDALGO - CHAPANTONGO
ALTA_MEDIA,solo_banavim,HIDALGO - CHAPULHUACAN
ALTA_MEDIA,solo_banavim,HIDALGO - CHILCUAUTLA
ALTA_MEDIA,solo_banavim,HIDALGO - CUAUTEPEC DE HINOJOSA
ALTA_MEDIA,solo_banavim,HIDALGO - EL ARENAL
ALTA_MEDIA,solo_banavim,HIDALGO - ELOXOCHITLAN
ALTA_MEDIA,solo_banavim,HIDALGO - EMILIANO ZAPATA
ALTA_MEDIA,solo_banavim,HIDALGO - EPAZOYUCAN
ALTA_MEDIA,solo_banavim,HIDALGO - FRANCISCO I MADERO
ALTA_MEDIA,solo_banavim,HIDALGO - HUASCA DE OCAMPO
ALTA_MEDIA,solo_banavim,HIDALGO - HUAUTLA
ALTA_MEDIA,solo_banavim,HIDALGO - HUAZALINGO
ALTA_MEDIA,solo_banavim,HIDALGO - HUEHUETLA
ALTA_MEDIA,solo_banavim,HIDALGO - HUEJUTLA DE REYES
ALTA_MEDIA,solo_banavim,HIDALGO - HUICHAPAN
ALTA_MEDIA,solo_banavim,HIDALGO - IXMIQUILPAN
ALTA_MEDIA,solo_banavim,HIDALGO - JACALA DE LEDEZMA
ALTA_MEDIA,solo_banavim,HIDALGO - LOLOTLA
ALTA_MEDIA,solo_banavim,HIDALGO - METEPEC
ALTA_MEDIA,solo_banavim,HIDALGO - METZTITLAN
ALTA_MEDIA,solo_banavim,HIDALGO - MINERAL DE LA REFORMA
ALTA_MEDIA,solo_banavim,HIDALGO - MINERAL DEL CHICO
ALTA_MEDIA,solo_banavim,HIDALGO - MINERAL DEL MONTE
ALTA_MEDIA,solo_banavim,HIDALGO - MIXQUIAHUALA DE JUAREZ
ALTA_MEDIA,solo_banavim,HIDALGO - MOLANGO DE ESCAMILLA
ALTA_MEDIA,solo_banavim,HIDALGO - NICOLAS FLORES
ALTA_MEDIA,solo_banavim,HIDALGO - OMITLAN DE JUAREZ
ALTA_MEDIA,solo_banavim,HIDALGO - PACHUCA DE SOTO
ALTA_MEDIA,solo_banavim,HIDALGO - PISAFLORES
ALTA_MEDIA,solo_banavim,HIDALGO - SAN AGUSTIN METZQUITITLAN
ALTA_MEDIA,solo_banavim,HIDALGO - SAN AGUSTIN TLAXIACA
ALTA_MEDIA,solo_banavim,HIDALGO - SAN BARTOLO TUTOTEPEC
ALTA_MEDIA,solo_banavim,HIDALGO - SAN FELIPE ORIZATLAN
ALTA_MEDIA,solo_banavim,HIDALGO - SAN SALVADOR
ALTA_MEDIA,solo_banavim,HIDALGO - SANTIAGO DE ANAYA
ALTA_MEDIA,solo_banavim,HIDALGO - SANTIAGO TULANTEPEC DE LUGO GUERRERO
ALTA_MEDIA,solo_banavim,HIDALGO - SINGUILUCAN
ALTA_MEDIA,solo_banavim,HIDALGO - TECOZAUTLA
ALTA_MEDIA,solo_banavim,HIDALGO - TENANGO DE DORIA
