escenario,tipo,estado_municipio
ALTA_MEDIA,solo_banavim,HIDALGO - TEPEAPULCO
ALTA_MEDIA,solo_banavim,HIDALGO - TEPEHUACAN DE GUERRERO
ALTA_MEDIA,solo_banavim,HIDALGO - TEPEJI DEL RIO DE OCAMPO
ALTA_MEDIA,solo_banavim,HIDALGO - TEPETITLAN
ALTA_MEDIA,solo_banavim,HIDALGO - TETEPANGO
ALTA_MEDIA,solo_banavim,HIDALGO - TEZONTEPEC DE ALDAMA
ALTA_MEDIA,solo_banavim,HIDALGO - TIZAYUCA
ALTA_MEDIA,solo_banavim,HIDALGO - TLAHUELILPAN
ALTA_MEDIA,solo_banavim,HIDALGO - TLAHUILTEPA
ALTA_MEDIA,solo_banavim,HIDALGO - TLAXCOAPAN
ALTA_MEDIA,solo_banavim,HIDALGO - TOLCAYUCA
ALTA_MEDIA,solo_banavim,HIDALGO - TULA DE ALLENDE
ALTA_MEDIA,solo_banavim,HIDALGO - TULANCINGO DE BRAVO
ALTA_MEDIA,solo_banavim,HIDALGO - VILLA DE TEZONTEPEC
ALTA_MEDIA,solo_banavim,HIDALGO - XOCHIATIPAN
ALTA_MEDIA,solo_banavim,HIDALGO - XOCHICOATLAN
ALTA_MEDIA,solo_banavim,HIDALGO - YAHUALICA
ALTA_MEDIA,solo_banavim,HIDALGO - ZACUALTIPAN DE ANGELES
ALTA_MEDIA,solo_banavim,HIDALGO - ZAPOTLAN DE JUAREZ
ALTA_MEDIA,solo_banavim,HIDALGO - ZEMPOALA
ALTA_MEDIA,solo_banavim,JALISCO - ACATIC
ALTA_MEDIA,solo_banavim,JALISCO - AHUALULCO DE MERCADO
ALTA_MEDIA,solo_banavim,JALISCO - AMATITAN
ALTA_MEDIA,solo_banavim,JALISCO - AMECA
ALTA_MEDIA,solo_banavim,JALISCO - ARANDAS
ALTA_MEDIA,solo_banavim,JALISCO - ATENGO
ALTA_MEDIA,solo_banavim,JALISCO - ATOTONILCO EL ALTO
ALTA_MEDIA,solo_banavim,JALISCO - AUTLAN DE NAVARRO
ALTA_MEDIA,solo_banavim,JALISCO - AYOTLAN
ALTA_MEDIA,solo_banavim,JALISCO - BOLANOS
ALTA_MEDIA,solo_banavim,JALISCO - CABO CORRIENTES
ALTA_MEDIA,solo_banavim,JALISCO - CASIMIRO CASTILLO
ALTA_MEDIA,solo_banavim,JALISCO - CHAPALA
ALTA_MEDIA,solo_banavim,JALISCO - CIHUATLAN
ALTA_MEDIA,solo_banavim,JALISCO - COLOTLAN
ALTA_MEDIA,solo_banavim,JALISCO - CUAUTITLAN DE GARCIA BARRAGAN
ALTA_MEDIA,solo_banavim,JALISCO - CUQUIO
ALTA_MEDIA,solo_banavim,JALISCO - DEGOLLADO
ALTA_MEDIA,solo_banavim,JALISCO - EL ARENAL
ALTA_MEDIA,solo_banavim,JALISCO - EL SALTO
ALTA_MEDIA,solo_banavim,JALISCO - ENCARNACION DE DIAZ
ALTA_MEDIA,solo_banavim,JALISCO - ETZATLAN
ALTA_MEDIA,solo_banavim,JALISCO - GOMEZ FARIAS
ALTA_MEDIA,solo_banavim,JALISCO - GUACHINANGO
ALTA_MEDIA,solo_banavim,JALISCO - GUADALAJARA
ALTA_MEDIA,solo_banavim,JALISCO - HOSTOTIPAQUILLO
ALTA_MEDIA,solo_banavim,JALISCO - HUEJUCAR
ALTA_MEDIA,solo_banavim,JALISCO - IXTLAHUACAN DE LOS MEMBRILLOS
ALTA_MEDIA,solo_banavim,JALISCO - IXTLAHUACAN DEL RIO
ALTA_MEDIA,solo_banavim,JALISCO - JALOSTOTITLAN
ALTA_MEDIA,solo_banavim,JALISCO - JAMAY
ALTA_MEDIA,solo_banavim,JALISCO - JESUS MARIA
ALTA_MEDIA,solo_banavim,JALISCO - JILOTLAN DE LOS DOLORES
ALTA_MEDIA,solo_banavim,JALISCO - JOCOTEPEC
ALTA_MEDIA,solo_banavim,JALISCO - JUANACATLAN
ALTA_MEDIA,solo_banavim,JALISCO - LA BARCA
ALTA_MEDIA,solo_banavim,JALISCO - LA HUERTA
ALTA_MEDIA,solo_banavim,JALISCO - LA MANZANILLA DE LA PAZ
ALTA_MEDIA,solo_banavim,JALISCO - LAGOS DE MORENO
ALTA_MEDIA,solo_banavim,JALISCO - MAGDALENA
ALTA_MEDIA,solo_banavim,JALISCO - MASCOTA
ALTA_MEDIA,solo_banavim,JALISCO - MAZAMITLA
ALTA_MEDIA,solo_banavim,JALISCO - MEZQUITIC
ALTA_MEDIA,solo_banavim,JALISCO - MIXTLAN
ALTA_MEDIA,solo_banavim,JALISCO - OCOTLAN
ALTA_MEDIA,solo_banavim,JALISCO - OJUELOS DE JALISCO
ALTA_MEDIA,solo_banavim,JALISCO - PIHUAMO
ALTA_MEDIA,solo_banavim,JALISCO - PONCITLAN
ALTA_MEDIA,solo_banavim,JALISCO - PUERTO VALLARTA
ALTA_MEDIA,solo_banavim,JALISCO - SAN IGNACIO CERRO GORDO
ALTA_MEDIA,solo_banavim,JALISCO - SAN JUAN DE LOS LAGOS
ALTA_MEDIA,solo_banavim,JALISCO - SAN MARCOS
ALTA_MEDIA,solo_banavim,JALISCO - SAN MARTIN HIDALGO
ALTA_MEDIA,solo_banavim,JALISCO - SAN MIGUEL EL ALTO
ALTA_MEDIA,solo_banavim,JALISCO - SAN PEDRO TLAQUEPAQUE
ALTA_MEDIA,solo_banavim,JALISCO - SANTA MARIA DE LOS ANGELES
ALTA_MEDIA,solo_banavim,JALISCO - SAYULA
ALTA_MEDIA,solo_banavim,JALISCO - TALA
ALTA_MEDIA,solo_banavim,JALISCO - TALPA DE ALLENDE
ALTA_MEDIA,solo_banavim,JALISCO - TAMAZULA DE GORDIANO
ALTA_MEDIA,solo_banavim,JALISCO - TAPALPA
ALTA_MEDIA,solo_banavim,JALISCO - TECOLOTLAN
ALTA_MEDIA,solo_banavim,JALISCO - TEOCALTICHE
ALTA_MEDIA,solo_banavim,JALISCO - TEPATITLAN DE MORELOS
ALTA_MEDIA,solo_banavim,JALISCO - TEQUILA
ALTA_MEDIA,solo_banavim,JALISCO - TEUCHITLAN
ALTA_MEDIA,solo_banavim,JALISCO - TOLIMAN
ALTA_MEDIA,solo_banavim,JALISCO - TOMATLAN
ALTA_MEDIA,solo_banavim,JALISCO - TONALA
ALTA_MEDIA,solo_banavim,JALISCO - TONAYA
ALTA_MEDIA,solo_banavim,JALISCO - TONILA
ALTA_MEDIA,solo_banavim,JALISCO - TOTOTLAN
ALTA_MEDIA,solo_banavim,JALISCO - TUXCUECA
ALTA_MEDIA,solo_banavim,JALISCO - TUXPAN
ALTA_MEDIA,solo_banavim,JALISCO - UNION DE SAN ANTONIO
ALTA_MEDIA,solo_banavim,JALISCO - VALLE DE GUADALUPE
ALTA_MEDIA,solo_banavim,JALISCO - VILLA CORONA
ALTA_MEDIA,solo_banavim,JALISCO - VILLA HIDALGO
ALTA_MEDIA,solo_banavim,JALISCO - VILLA PURIFICACION
ALTA_MEDIA,solo_banavim,JALISCO - YAHUALICA DE GONZALEZ GALLO
ALTA_MEDIA,solo_banavim,JALISCO - ZACOALCO DE TORRES
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOPAN
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOTILTIC
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOTITLAN DE VADILLO
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOTLAN DEL REY
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOTLAN EL GRANDE
ALTA_MEDIA,solo_banavim,JALISCO - ZAPOTLANEJO
ALTA_MEDIA,solo_banavim,MEXICO - ACAMBAY DE RUIZ CASTANEDA
ALTA_MEDIA,solo_banavim,MEXICO - ACOLMAN
ALTA_MEDIA,solo_banavim,MEXICO - ALMOLOYA DE ALQUISIRAS
ALTA_MEDIA,solo_banavim,MEXICO - ALMOLOYA DE JUAREZ
ALTA_MEDIA,solo_banavim,MEXICO - ALMOLOYA DEL RIO
ALTA_MEDIA,solo_banavim,MEXICO - AMECAMECA
ALTA_MEDIA,solo_banavim,MEXICO - APAXCO
ALTA_MEDIA,solo_banavim,MEXICO - ATENCO
ALTA_MEDIA,solo_banavim,MEXICO - ATIZAPAN
ALTA_MEDIA,solo_banavim,MEXICO - ATIZAPAN DE ZARAGOZA
ALTA_MEDIA,solo_banavim,MEXICO - ATLACOMULCO
ALTA_MEDIA,solo_banavim,MEXICO - AXAPUSCO
ALTA_MEDIA,solo_banavim,MEXICO - CALIMAYA
ALTA_MEDIA,solo_banavim,MEXICO - CAPULHUAC
ALTA_MEDIA,solo_banavim,MEXICO - CHALCO
ALTA_MEDIA,solo_banavim,MEXICO - CHAPA DE MOTA
ALTA_MEDIA,solo_banavim,MEXICO - CHAPULTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - CHIAUTLA
ALTA_MEDIA,solo_banavim,MEXICO - CHICOLOAPAN
ALTA_MEDIA,solo_banavim,MEXICO - CHICONCUAC
ALTA_MEDIA,solo_banavim,MEXICO - CHIMALHUACAN
ALTA_MEDIA,solo_banavim,MEXICO - COACALCO DE BERRIOZABAL
ALTA_MEDIA,solo_banavim,MEXICO - COATEPEC HARINAS
ALTA_MEDIA,solo_banavim,MEXICO - COCOTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - COYOTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - CUAUTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - CUAUTITLAN IZCALLI
ALTA_MEDIA,solo_banavim,MEXICO - ECATEPEC DE MORELOS
ALTA_MEDIA,solo_banavim,MEXICO - ECATZINGO
ALTA_MEDIA,solo_banavim,MEXICO - EL ORO
ALTA_MEDIA,solo_banavim,MEXICO - HUEHUETOCA
ALTA_MEDIA,solo_banavim,MEXICO - HUEYPOXTLA
ALTA_MEDIA,solo_banavim,MEXICO - HUIXQUILUCAN
ALTA_MEDIA,solo_banavim,MEXICO - ISIDRO FABELA
ALTA_MEDIA,solo_banavim,MEXICO - IXTAPALUCA
ALTA_MEDIA,solo_banavim,MEXICO - IXTAPAN DE LA SAL
ALTA_MEDIA,solo_banavim,MEXICO - IXTLAHUACA
ALTA_MEDIA,solo_banavim,MEXICO - JALTENCO
ALTA_MEDIA,solo_banavim,MEXICO - JILOTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - JILOTZINGO
ALTA_MEDIA,solo_banavim,MEXICO - JIQUIPILCO
ALTA_MEDIA,solo_banavim,MEXICO - JOCOTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - LA PAZ
ALTA_MEDIA,solo_banavim,MEXICO - LERMA
ALTA_MEDIA,solo_banavim,MEXICO - LUVIANOS
ALTA_MEDIA,solo_banavim,MEXICO - MALINALCO
ALTA_MEDIA,solo_banavim,MEXICO - MELCHOR OCAMPO
ALTA_MEDIA,solo_banavim,MEXICO - METEPEC
ALTA_MEDIA,solo_banavim,MEXICO - MEXICALTZINGO
ALTA_MEDIA,solo_banavim,MEXICO - MORELOS
ALTA_MEDIA,solo_banavim,MEXICO - NAUCALPAN DE JUAREZ
ALTA_MEDIA,solo_banavim,MEXICO - NEXTLALPAN
ALTA_MEDIA,solo_banavim,MEXICO - NEZAHUALCOYOTL
ALTA_MEDIA,solo_banavim,MEXICO - NICOLAS ROMERO
ALTA_MEDIA,solo_banavim,MEXICO - NOPALTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - OCOYOACAC
ALTA_MEDIA,solo_banavim,MEXICO - OCUILAN
ALTA_MEDIA,solo_banavim,MEXICO - OTUMBA
ALTA_MEDIA,solo_banavim,MEXICO - OTZOLOTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - POLOTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - RAYON
ALTA_MEDIA,solo_banavim,MEXICO - SAN ANTONIO LA ISLA
ALTA_MEDIA,solo_banavim,MEXICO - SAN FELIPE DEL PROGRESO
ALTA_MEDIA,solo_banavim,MEXICO - SAN JOSE DEL RINCON
ALTA_MEDIA,solo_banavim,MEXICO - SAN MARTIN DE LAS PIRAMIDES
ALTA_MEDIA,solo_banavim,MEXICO - SAN MATEO ATENCO
ALTA_MEDIA,solo_banavim,MEXICO - TECAMAC
ALTA_MEDIA,solo_banavim,MEXICO - TEJUPILCO
ALTA_MEDIA,solo_banavim,MEXICO - TEMASCALAPA
ALTA_MEDIA,solo_banavim,MEXICO - TEMASCALCINGO
ALTA_MEDIA,solo_banavim,MEXICO - TEMASCALTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - TEMOAYA
ALTA_MEDIA,solo_banavim,MEXICO - TENANCINGO
ALTA_MEDIA,solo_banavim,MEXICO - TENANGO DEL AIRE
ALTA_MEDIA,solo_banavim,MEXICO - TENANGO DEL VALLE
ALTA_MEDIA,solo_banavim,MEXICO - TEOLOYUCAN
ALTA_MEDIA,solo_banavim,MEXICO - TEOTIHUACAN
ALTA_MEDIA,solo_banavim,MEXICO - TEPOTZOTLAN
ALTA_MEDIA,solo_banavim,MEXICO - TEQUIXQUIAC
ALTA_MEDIA,solo_banavim,MEXICO - TEXCALTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - TEXCALYACAC
ALTA_MEDIA,solo_banavim,MEXICO - TEXCOCO
ALTA_MEDIA,solo_banavim,MEXICO - TEZOYUCA
ALTA_MEDIA,solo_banavim,MEXICO - TIANGUISTENCO
ALTA_MEDIA,solo_banavim,MEXICO - TLALMANALCO
ALTA_MEDIA,solo_banavim,MEXICO - TLALNEPANTLA DE BAZ
ALTA_MEDIA,solo_banavim,MEXICO - TOLUCA
ALTA_MEDIA,solo_banavim,MEXICO - TONANITLA
ALTA_MEDIA,solo_banavim,MEXICO - TONATICO
ALTA_MEDIA,solo_banavim,MEXICO - TULTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - TULTITLAN
ALTA_MEDIA,solo_banavim,MEXICO - VALLE DE BRAVO
ALTA_MEDIA,solo_banavim,MEXICO - VALLE DE CHALCO SOLIDARIDAD
ALTA_MEDIA,solo_banavim,MEXICO - VILLA DE ALLENDE
ALTA_MEDIA,solo_banavim,MEXICO - VILLA DEL CARBON
ALTA_MEDIA,solo_banavim,MEXICO - VILLA GUERRERO
ALTA_MEDIA,solo_banavim,MEXICO - VILLA VICTORIA
ALTA_MEDIA,solo_banavim,MEXICO - XALATLACO
ALTA_MEDIA,solo_banavim,MEXICO - XONACATLAN
ALTA_MEDIA,solo_banavim,MEXICO - ZINACANTEPEC
ALTA_MEDIA,solo_banavim,MEXICO - ZUMPANGO
ALTA_MEDIA,solo_banavim,MICHOACAN - ACUITZIO
ALTA_MEDIA,solo_banavim,MICHOACAN - ALVARO OBREGON
ALTA_MEDIA,solo_banavim,MICHOACAN - ANGAMACUTIRO
ALTA_MEDIA,solo_banavim,MICHOACAN - BUENAVISTA
ALTA_MEDIA,solo_banavim,MICHOACAN - CHARO
ALTA_MEDIA,solo_banavim,MICHOACAN - CHILCHOTA
ALTA_MEDIA,solo_banavim,MICHOACAN - COENEO
ALTA_MEDIA,solo_banavim,MICHOACAN - COPANDARO
ALTA_MEDIA,solo_banavim,MICHOACAN - COTIJA
ALTA_MEDIA,solo_banavim,MICHOACAN - CUITZEO
ALTA_MEDIA,solo_banavim,MICHOACAN - ERONGARICUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - HIDALGO
ALTA_MEDIA,solo_banavim,MICHOACAN - HUANDACAREO
ALTA_MEDIA,solo_banavim,MICHOACAN - HUETAMO
ALTA_MEDIA,solo_banavim,MICHOACAN - INDAPARAPEO
ALTA_MEDIA,solo_banavim,MICHOACAN - IRIMBO
ALTA_MEDIA,solo_banavim,MICHOACAN - JACONA
ALTA_MEDIA,solo_banavim,MICHOACAN - JIMENEZ
ALTA_MEDIA,solo_banavim,MICHOACAN - JIQUILPAN
ALTA_MEDIA,solo_banavim,MICHOACAN - JOSE SIXTO VERDUZCO
ALTA_MEDIA,solo_banavim,MICHOACAN - JUNGAPEO
ALTA_MEDIA,solo_banavim,MICHOACAN - LA PIEDAD
ALTA_MEDIA,solo_banavim,MICHOACAN - LAGUNILLAS
ALTA_MEDIA,solo_banavim,MICHOACAN - LAZARO CARDENAS
ALTA_MEDIA,solo_banavim,MICHOACAN - MADERO
ALTA_MEDIA,solo_banavim,MICHOACAN - MORELIA
ALTA_MEDIA,solo_banavim,MICHOACAN - MORELOS
ALTA_MEDIA,solo_banavim,MICHOACAN - MUGICA
ALTA_MEDIA,solo_banavim,MICHOACAN - NAHUATZEN
ALTA_MEDIA,solo_banavim,MICHOACAN - PARACHO
ALTA_MEDIA,solo_banavim,MICHOACAN - PARACUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - PATZCUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - PUREPERO
ALTA_MEDIA,solo_banavim,MICHOACAN - PURUANDIRO
ALTA_MEDIA,solo_banavim,MICHOACAN - QUERENDARO
ALTA_MEDIA,solo_banavim,MICHOACAN - QUIROGA
ALTA_MEDIA,solo_banavim,MICHOACAN - SAHUAYO
ALTA_MEDIA,solo_banavim,MICHOACAN - SANTA ANA MAYA
ALTA_MEDIA,solo_banavim,MICHOACAN - TACAMBARO
ALTA_MEDIA,solo_banavim,MICHOACAN - TANGAMANDAPIO
ALTA_MEDIA,solo_banavim,MICHOACAN - TANGANCICUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - TANHUATO
ALTA_MEDIA,solo_banavim,MICHOACAN - TARIMBARO
ALTA_MEDIA,solo_banavim,MICHOACAN - TLALPUJAHUA
ALTA_MEDIA,solo_banavim,MICHOACAN - TLAZAZALCA
ALTA_MEDIA,solo_banavim,MICHOACAN - TURICATO
ALTA_MEDIA,solo_banavim,MICHOACAN - TZINTZUNTZAN
ALTA_MEDIA,solo_banavim,MICHOACAN - TZITZIO
ALTA_MEDIA,solo_banavim,MICHOACAN - URUAPAN
ALTA_MEDIA,solo_banavim,MICHOACAN - VENUSTIANO CARRANZA
ALTA_MEDIA,solo_banavim,MICHOACAN - VILLAMAR
ALTA_MEDIA,solo_banavim,MICHOACAN - YURECUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - ZACAPU
ALTA_MEDIA,solo_banavim,MICHOACAN - ZAMORA
ALTA_MEDIA,solo_banavim,MICHOACAN - ZINAPECUARO
ALTA_MEDIA,solo_banavim,MICHOACAN - ZITACUARO
ALTA_MEDIA,solo_banavim,MORELOS - AMACUZAC
ALTA_MEDIA,solo_banavim,MORELOS - ATLATLAHUCAN
ALTA_MEDIA,solo_banavim,MORELOS - AXOCHIAPAN
ALTA_MEDIA,solo_banavim,MORELOS - AYALA
ALTA_MEDIA,solo_banavim,MORELOS - COATLAN DEL RIO
ALTA_MEDIA,solo_banavim,MORELOS - CUAUTLA
ALTA_MEDIA,solo_banavim,MORELOS - CUERNAVACA
ALTA_MEDIA,solo_banavim,MORELOS - EMILIANO ZAPATA
ALTA_MEDIA,solo_banavim,MORELOS - HUITZILAC
ALTA_MEDIA,solo_banavim,MORELOS - JANTETELCO
ALTA_MEDIA,solo_banavim,MORELOS - JIUTEPEC
ALTA_MEDIA,solo_banavim,MORELOS - JOJUTLA
ALTA_MEDIA,solo_banavim,MORELOS - JONACATEPEC DE LEANDRO VALLE
ALTA_MEDIA,solo_banavim,MORELOS - MAZATEPEC
ALTA_MEDIA,solo_banavim,MORELOS - MIACATLAN
ALTA_MEDIA,solo_banavim,MORELOS - OCUITUCO
ALTA_MEDIA,solo_banavim,MORELOS - PUENTE DE IXTLA
ALTA_MEDIA,solo_banavim,MORELOS - TEMOAC
ALTA_MEDIA,solo_banavim,MORELOS - TEPALCINGO
ALTA_MEDIA,solo_banavim,MORELOS - TEPOZTLAN
ALTA_MEDIA,solo_banavim,MORELOS - TETECALA
ALTA_MEDIA,solo_banavim,MORELOS - TLALNEPANTLA
ALTA_MEDIA,solo_banavim,MORELOS - TLALTIZAPAN DE ZAPATA
ALTA_MEDIA,solo_banavim,MORELOS - TLAQUILTENANGO
ALTA_MEDIA,solo_banavim,MORELOS - TLAYACAPAN
ALTA_MEDIA,solo_banavim,MORELOS - TOTOLAPAN
ALTA_MEDIA,solo_banavim,MORELOS - XOCHITEPEC
ALTA_MEDIA,solo_banavim,MORELOS - YAUTEPEC
ALTA_MEDIA,solo_banavim,MORELOS - YECAPIXTLA
ALTA_MEDIA,solo_banavim,MORELOS - ZACATEPEC
ALTA_MEDIA,solo_banavim,MORELOS - ZACUALPAN DE AMILPAS
ALTA_MEDIA,solo_banavim,NAYARIT - ACAPONETA
ALTA_MEDIA,solo_banavim,NAYARIT - AHUACATLAN
ALTA_MEDIA,solo_banavim,NAYARIT - BAHIA DE BANDERAS
ALTA_MEDIA,solo_banavim,NAYARIT - COMPOSTELA
ALTA_MEDIA,solo_banavim,NAYARIT - DEL NAYAR
ALTA_MEDIA,solo_banavim,NAYARIT - HUAJICORI
ALTA_MEDIA,solo_banavim,NAYARIT - IXTLAN DEL RIO
ALTA_MEDIA,solo_banavim,NAYARIT - JALA
ALTA_MEDIA,solo_banavim,NAYARIT - ROSAMORADA
ALTA_MEDIA,solo_banavim,NAYARIT - RUIZ
ALTA_MEDIA,solo_banavim,NAYARIT - SAN BLAS
ALTA_MEDIA,solo_banavim,NAYARIT - SANTA MARIA DEL ORO
ALTA_MEDIA,solo_banavim,NAYARIT - TEPIC
ALTA_MEDIA,solo_banavim,NAYARIT - XALISCO
ALTA_MEDIA,solo_banavim,NUEVO LEON - ALLENDE
ALTA_MEDIA,solo_banavim,NUEVO LEON - ANAHUAC
ALTA_MEDIA,solo_banavim,NUEVO LEON - APODACA
ALTA_MEDIA,solo_banavim,NUEVO LEON - ARAMBERRI
ALTA_MEDIA,solo_banavim,NUEVO LEON - BUSTAMANTE
ALTA_MEDIA,solo_banavim,NUEVO LEON - CADEREYTA JIMENEZ
ALTA_MEDIA,solo_banavim,NUEVO LEON - CERRALVO
ALTA_MEDIA,solo_banavim,NUEVO LEON - CIENEGA DE FLORES
ALTA_MEDIA,solo_banavim,NUEVO LEON - DOCTOR ARROYO
ALTA_MEDIA,solo_banavim,NUEVO LEON - DOCTOR COSS
ALTA_MEDIA,solo_banavim,NUEVO LEON - EL CARMEN
ALTA_MEDIA,solo_banavim,NUEVO LEON - GALEANA
ALTA_MEDIA,solo_banavim,NUEVO LEON - GARCIA
ALTA_MEDIA,solo_banavim,NUEVO LEON - GENERAL BRAVO
ALTA_MEDIA,solo_banavim,NUEVO LEON - GENERAL ESCOBEDO
ALTA_MEDIA,solo_banavim,NUEVO LEON - GENERAL TREVINO
ALTA_MEDIA,solo_banavim,NUEVO LEON - GENERAL ZARAGOZA
ALTA_MEDIA,solo_banavim,NUEVO LEON - GENERAL ZUAZUA
ALTA_MEDIA,solo_banavim,NUEVO LEON - GUADALUPE
ALTA_MEDIA,solo_banavim,NUEVO LEON - HIDALGO
ALTA_MEDIA,solo_banavim,NUEVO LEON - JUAREZ
ALTA_MEDIA,solo_banavim,NUEVO LEON - LINARES
ALTA_MEDIA,solo_banavim,NUEVO LEON - LOS RAMONES
ALTA_MEDIA,solo_banavim,NUEVO LEON - MIER Y NORIEGA
ALTA_MEDIA,solo_banavim,NUEVO LEON - MINA
ALTA_MEDIA,solo_banavim,NUEVO LEON - MONTEMORELOS
ALTA_MEDIA,solo_banavim,NUEVO LEON - MONTERREY
ALTA_MEDIA,solo_banavim,NUEVO LEON - PESQUERIA
ALTA_MEDIA,solo_banavim,NUEVO LEON - SABINAS HIDALGO
ALTA_MEDIA,solo_banavim,NUEVO LEON - SALINAS VICTORIA
ALTA_MEDIA,solo_banavim,NUEVO LEON - SAN NICOLAS DE LOS GARZA
ALTA_MEDIA,solo_banavim,NUEVO LEON - SAN PEDRO GARZA GARCIA
ALTA_MEDIA,solo_banavim,NUEVO LEON - SANTA CATARINA
ALTA_MEDIA,solo_banavim,NUEVO LEON - SANTIAGO
ALTA_MEDIA,solo_banavim,OAXACA - ACATLAN DE PEREZ FIGUEROA
ALTA_MEDIA,solo_banavim,OAXACA - ANIMAS TRUJANO
ALTA_MEDIA,solo_banavim,OAXACA - ASUNCION IXTALTEPEC
ALTA_MEDIA,solo_banavim,OAXACA - ASUNCION NOCHIXTLAN
ALTA_MEDIA,solo_banavim,OAXACA - CIUDAD IXTEPEC
ALTA_MEDIA,solo_banavim,OAXACA - CONCEPCION BUENAVISTA
ALTA_MEDIA,solo_banavim,OAXACA - CUILAPAM DE GUERRERO
ALTA_MEDIA,solo_banavim,OAXACA - EL ESPINAL
ALTA_MEDIA,solo_banavim,OAXACA - HEROICA CIUDAD DE EJUTLA DE CRESPO
ALTA_MEDIA,solo_banavim,OAXACA - HEROICA CIUDAD DE HUAJUAPAN DE LEON
ALTA_MEDIA,solo_banavim,OAXACA - HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
ALTA_MEDIA,solo_banavim,OAXACA - HEROICA CIUDAD DE TLAXIACO
ALTA_MEDIA,solo_banavim,OAXACA - HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA CUNA DE LA INDEPENDENCIA DE OAXACA
ALTA_MEDIA,solo_banavim,OAXACA - IXTLAN DE JUAREZ
ALTA_MEDIA,solo_banavim,OAXACA - MARISCALA DE JUAREZ
ALTA_MEDIA,solo_banavim,OAXACA - MAZATLAN VILLA DE FLORES
ALTA_MEDIA,solo_banavim,OAXACA - NAZARENO ETLA
ALTA_MEDIA,solo_banavim,OAXACA - OAXACA DE JUAREZ
ALTA_MEDIA,solo_banavim,OAXACA - SAN AGUSTIN DE LAS JUNTAS
ALTA_MEDIA,solo_banavim,OAXACA - SAN AGUSTIN LOXICHA
ALTA_MEDIA,solo_banavim,OAXACA - SAN ANDRES HUAYAPAM
ALTA_MEDIA,solo_banavim,OAXACA - SAN ANTONIO DE LA CAL
ALTA_MEDIA,solo_banavim,OAXACA - SAN BARTOLO COYOTEPEC
ALTA_MEDIA,solo_banavim,OAXACA - SAN FRANCISCO IXHUATAN
ALTA_MEDIA,solo_banavim,OAXACA - SAN FRANCISCO TELIXTLAHUACA
ALTA_MEDIA,solo_banavim,OAXACA - SAN ILDEFONSO VILLA ALTA
ALTA_MEDIA,solo_banavim,OAXACA - SAN JOSE DEL PROGRESO
ALTA_MEDIA,solo_banavim,OAXACA - SAN JUAN BAUTISTA TUXTEPEC
ALTA_MEDIA,solo_banavim,OAXACA - SAN JUAN GUELAVIA
ALTA_MEDIA,solo_banavim,OAXACA - SAN JUAN GUICHICOVI
ALTA_MEDIA,solo_banavim,OAXACA - SAN JUAN OZOLOTEPEC
ALTA_MEDIA,solo_banavim,OAXACA - SAN LUCAS QUIAVINI
ALTA_MEDIA,solo_banavim,OAXACA - SAN MIGUEL PERAS
ALTA_MEDIA,solo_banavim,OAXACA - SAN PABLO ETLA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PABLO VILLA DE MITLA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO IXTLAHUACA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO NOPALA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO SOCHIAPAM
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO Y SAN PABLO AYUTLA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO Y SAN PABLO TEPOSCOLULA
ALTA_MEDIA,solo_banavim,OAXACA - SAN PEDRO YOLOX
ALTA_MEDIA,solo_banavim,OAXACA - SAN RAYMUNDO JALPAN
ALTA_MEDIA,solo_banavim,OAXACA - SAN SEBASTIAN TUTLA
ALTA_MEDIA,solo_banavim,OAXACA - SANTA CATARINA JUQUILA
ALTA_MEDIA,solo_banavim,OAXACA - SANTA CATARINA QUIANE
